MAP_ID,AGENCY_ID,INTID,DATE,COUNTY,SYNCHRO_ID,ROAD1,ROAD2,ROAD3,CITY1,IS_SIGNALIZED,ZONE,TMC_DONE,TMC_DATE,LATITUDE,LONGITUDE,AM_PEAK,PM_PEAK,NORTH_LEG_IN_TOTAL,NORTH_LEG_OUT_TOTAL,NORTH_LEG_IN_AM_PEAK,NORTH_LEG_OUT_AM_PEAK,NORTH_LEG_IN_PM_PEAK,NORTH_LEG_OUT_PM_PEAK,SOUTH_LEG_IN_TOTAL,SOUTH_LEG_OUT_TOTAL,SOUTH_LEG_IN_AM_PEAK,SOUTH_LEG_OUT_AM_PEAK,SOUTH_LEG_IN_PM_PEAK,SOUTH_LEG_OUT_PM_PEAK,EAST_LEG_IN_TOTAL,EAST_LEG_OUT_TOTAL,EAST_LEG_IN_AM_PEAK,EAST_LEG_OUT_AM_PEAK,EAST_LEG_IN_PM_PEAK,EAST_LEG_OUT_PM_PEAK,WEST_LEG_IN_TOTAL,WEST_LEG_OUT_TOTAL,WEST_LEG_IN_AM_PEAK,WEST_LEG_OUT_AM_PEAK,WEST_LEG_IN_PM_PEAK,WEST_LEG_OUT_PM_PEAK
193_1,193,1,2/23/2011 12:00:00 AM,-,1,11TH STREET NW,K STREET NW,,-,True,-,Yes,2/23/2011 12:00:00 AM,38.9025241,-77.0270444,06:30-09:30,15:30-18:30,2655,1781,1237,434,1202,1180,2021,3045,495,1461,1370,1335,1490,1870,575,407,710,1319,3075,2545,909,914,1887,1335
193_2,193,2,3/3/2011 12:00:00 AM,-,2,11TH STREET NW,M STREET NW,,-,True,-,Yes,3/3/2011 12:00:00 AM,38.905637,-77.027041,06:30-09:30,15:30-18:30,1639,1380,781,287,806,1068,1598,1338,362,633,1205,664,121,969,54,314,62,633,745,416,223,186,508,216
193_3,193,3,2/23/2011 12:00:00 AM,-,3,11TH STREET NW,N STREET NW,,-,True,-,Yes,2/23/2011 12:00:00 AM,38.9072421,-77.0270333,06:30-09:30,15:30-18:30,1652,1275,837,272,716,894,1306,1548,272,717,921,728,608,507,237,130,332,318,527,763,133,360,339,368
193_4,193,4,2/9/2011 12:00:00 AM,-,4,11TH STREET NW,O STREET NW,,-,False,-,Yes,2/9/2011 12:00:00 AM,38.9085253831587,-77.0270240306854,06:30-09:30,15:30-18:30,2012,1319,1097,343,867,941,1281,1953,332,1058,909,842,270,370,128,122,133,239,319,240,99,133,216,103
193_5,193,5,2/16/2011 12:00:00 AM,-,5,11TH STREET NW,P STREET NW,,-,True,-,Yes,2/16/2011 12:00:00 AM,38.9096451,-77.0270339,06:30-09:30,15:30-18:30,1347,2082,295,1175,1026,850,2059,1305,1177,316,828,960,540,705,175,298,350,396,777,631,329,187,432,430
193_6,193,6,2/9/2011 12:00:00 AM,-,6,11TH STREET NW,Q STREET NW,,-,True,-,Yes,2/9/2011 12:00:00 AM,38.9111213,-77.0270354,06:30-09:30,15:30-18:30,1276,1012,539,267,710,716,905,1373,246,587,632,756,0,1386,0,350,0,1015,1592,2,419,0,1147,2
193_7,193,7,2/17/2011 12:00:00 AM,-,7,11TH STREET NW,MASSACHUSETTS AVENUE NW,,-,True,-,Yes,2/17/2011 12:00:00 AM,38.9039642,-77.0270535,06:30-09:30,15:30-18:30,1390,1356,707,364,629,957,1504,1847,375,890,1094,904,4222,4097,1851,1512,2113,2457,4475,4291,1691,1858,2653,2171
193_8,193,8,2/15/2011 12:00:00 AM,-,8,11TH STREET NW,RHODE ISLAND AVENUE NW,,-,True,-,Yes,2/15/2011 12:00:00 AM,38.91063,-77.0270222,06:30-09:30,15:30-18:30,1085,2504,402,1695,642,755,1675,1190,677,347,960,805,3440,6359,1761,3455,1615,2691,7172,3319,4467,1810,2476,1442
193_9,193,9,2/10/2011 12:00:00 AM,-,9,18TH STREET SE,INDEPENDENCE AVENUE SE,,-,False,-,Yes,2/10/2011 12:00:00 AM,38.887589,-76.978996,06:30-09:30,15:30-18:30,688,133,447,25,188,96,225,675,33,435,173,190,0,6166,0,900,0,4880,6061,0,880,0,4805,0
193_10,193,10,1/5/2016 12:00:00 AM,-,10,10TH STREET NE,MARYLAND AVENUE NE,,-,False,-,Yes,1/5/2016 12:00:00 AM,38.8963315,-76.9926381,06:30-09:30,15:30-18:30,857,618,227,261,406,177,840,921,392,249,218,423,3501,2846,2031,482,593,1403,2795,3608,477,2135,1384,598
193_11,193,11,3/2/2011 12:00:00 AM,-,11,PARK ROAD NW,KLINGLE STREET NW,WALBRIDGE PLACE NW,-,True,-,Yes,3/2/2011 12:00:00 AM,38.9332139,-77.0454009,06:30-09:30,15:30-18:30,2632,2699,859,944,828,697,942,1705,271,735,282,431,4009,2000,1664,445,888,781,763,1942,172,842,324,413
193_12,193,12,3/16/2011 12:00:00 AM,-,12,16TH STREET NW,MISSOURI AVENUE NW,,-,True,-,Yes,3/16/2011 12:00:00 AM,38.9624382,-77.0364449,06:30-09:30,15:30-18:30,10472,11783,4184,2488,2051,3891,10365,10485,2107,4152,3504,2099,0,1062,0,371,0,191,2493,0,720,0,626,0
193_13,193,13,4/21/2015 12:00:00 AM,-,,7TH STREET NW,H STREET NW,,-,True,,Yes,4/21/2015 12:00:00 AM,38.899775,-77.021885,06:30-09:30,15:30-18:30,1347,2571,689,1060,658,1511,2597,1329,1067,678,1530,651,1862,2073,1132,727,730,1346,2048,1881,719,1142,1329,739
193_14,193,14,4/6/2011 12:00:00 AM,-,14,14TH STREET NW,MISSOURI AVENUE NW,,-,True,-,Yes,4/6/2011 12:00:00 AM,38.9615905,-77.033349,06:30-09:30,15:30-18:30,2912,2293,1178,810,783,615,2313,3321,822,1358,618,870,0,19,0,12,0,3,409,1,180,0,87,0
193_15,193,15,4/6/2011 12:00:00 AM,-,15,16TH STREET NW,FORT STEVENS DRIVE NW,,-,True,-,Yes,4/6/2011 12:00:00 AM,38.9648264,-77.0362808,06:30-09:30,15:30-18:30,11774,9775,5096,2510,1813,3304,9791,11865,2529,5214,3310,1808,616,538,282,182,144,155,0,3,0,1,0,0
193_16,193,16,3/29/2011 12:00:00 AM,-,16,14TH STREET NW,MILITARY ROAD NW,,-,True,-,Yes,3/29/2011 12:00:00 AM,38.9621122,-77.0334472,06:30-09:30,15:30-18:30,2962,1796,1570,482,656,657,1976,2765,705,1151,545,919,7078,4850,3088,1731,1904,1416,5377,7982,1761,3760,1775,1888
193_17,193,17,3/29/2011 12:00:00 AM,-,17,OREGON AVENUE NW,MILITARY ROAD NW,,-,True,-,Yes,3/29/2011 12:00:00 AM,38.9616744,-77.052714,06:30-09:30,15:30-18:30,1570,1176,856,341,305,543,935,1374,145,862,573,183,9401,8351,4552,2449,2008,3545,7343,8348,2089,3990,3139,1754
193_18,193,18,4/1/2011 12:00:00 AM,-,18,14TH STREET NW,EMERSON STREET NW,,-,False,-,Yes,4/1/2011 12:00:00 AM,38.9497469,-77.033297,06:30-09:30,15:30-18:30,3699,3848,1293,625,987,1510,3835,3645,642,1271,1509,989,257,288,50,66,89,96,245,255,59,82,101,91
193_19,193,19,3/22/2011 12:00:00 AM,-,19,35TH STREET NW,PILGRIM ROAD NW,GARFIELD STREET NW,-,False,-,Yes,3/22/2011 12:00:00 AM,38.927525,-77.0686366,06:30-09:30,15:30-18:30,230,5,46,2,60,0,60,86,16,39,17,14,2321,1900,500,597,650,472,1819,2439,588,512,439,680
193_20,193,20,4/7/2011 12:00:00 AM,-,20,WISCONSIN AVENUE NW,WOODLEY ROAD NW,,-,True,-,Yes,4/7/2011 12:00:00 AM,38.9318677,-77.0726508,06:30-09:30,15:30-18:30,9132,9057,4083,2815,1706,2348,8881,9282,2662,4208,2337,1750,1706,1002,805,429,466,227,536,914,282,380,114,298
193_21,193,21,4/6/2011 12:00:00 AM,-,21,34TH STREET NW,WOODLEY ROAD NW,,-,True,-,Yes,4/6/2011 12:00:00 AM,38.9314715,-77.0663947,06:30-09:30,15:30-18:30,4506,3332,1527,877,797,710,3220,5197,865,2074,626,840,1440,678,528,254,379,113,1458,1417,822,537,194,333
193_22,193,22,9/22/2010 12:00:00 AM,-,22,35TH STREET NW,RESERVOIR ROAD NW,,-,True,-,Yes,9/22/2010 12:00:00 AM,38.9126679,-77.0692472,06:30-09:30,15:30-18:30,2186,2080,646,494,646,640,3384,4791,781,1555,1028,1414,1435,2669,482,762,378,761,6006,3471,1899,997,1714,951
193_23,193,23,10/7/2010 12:00:00 AM,-,23,GEORGIA AVENUE NW,NEWTON PLACE NW,,-,False,-,Yes,10/7/2010 12:00:00 AM,38.9337993,-77.023916,06:30-09:30,15:30-18:30,7559,5522,2582,1270,1649,1730,5620,7523,1289,2564,1764,1656,0,248,0,61,0,64,114,0,24,0,37,0
193_24,193,24,9/16/2010 12:00:00 AM,-,24,WISCONSIN AVENUE NW,M STREET NW,,-,True,-,Yes,9/16/2010 12:00:00 AM,38.9051724,-77.0628078,06:30-09:30,15:30-18:30,3096,2262,1180,685,949,752,1967,2225,446,936,766,599,4056,4908,1176,2192,1469,1198,5034,4758,2303,1292,1274,1909
193_25,193,25,5/18/2016 12:00:00 AM,-,25,18TH STREET NW,I STREET NW,,-,True,-,Yes,5/18/2016 12:00:00 AM,38.9013216,-77.0417002,06:30-09:30,15:30-18:30,0,7032,0,2697,0,1695,6363,0,2438,0,1532,0,7138,0,1916,0,2250,0,0,6469,0,1657,0,2087
193_26,193,26,5/24/2011 12:00:00 AM,-,26,VERMONT AVENUE NW,H STREET NW,,-,True,-,Yes,5/24/2011 12:00:00 AM,38.9002143,-77.035137,06:30-09:30,15:30-18:30,827,428,312,195,515,233,0,13,0,10,0,3,0,5600,0,2977,0,2623,5214,0,2870,0,2344,0
193_27,193,27,5/19/2016 12:00:00 AM,-,27,NEW YORK AVENUE NW,H STREET NW,,-,True,-,Yes,5/19/2016 12:00:00 AM,38.9000255,-77.0303534,06:30-09:30,15:30-18:30,6768,0,1802,0,2194,0,865,5383,237,1572,294,1682,1546,3388,446,868,443,1059,2174,2582,681,726,605,795
193_28,193,28,4/13/2015 12:00:00 AM,-,28,14TH STREET NW,H STREET NW,,-,True,-,Yes,4/13/2015 12:00:00 AM,38.9002139,-77.0319079,06:30-09:30,15:30-18:30,2896,4534,1557,2464,1339,2070,4371,3290,2379,1821,1992,1469,0,3876,0,1865,0,2011,4435,2,2215,1,2220,1
193_29,193,29,5/18/2016 12:00:00 AM,-,29,17TH STREET NW,I STREET NW,,-,True,-,Yes,5/18/2016 12:00:00 AM,38.9013331,-77.0385172,06:30-09:30,15:30-18:30,6005,5735,1519,1930,1866,1590,5576,8135,1967,2042,1461,2729,9153,0,2549,0,2929,0,0,6864,0,2063,0,1937
193_30,193,30,5/18/2016 12:00:00 AM,-,30,16TH STREET NW,I STREET NW,,-,True,-,Yes,5/18/2016 12:00:00 AM,38.9013456,-77.0365417,06:30-09:30,15:30-18:30,2724,2804,983,771,609,881,2016,2057,667,612,551,539,8734,0,2452,0,2592,0,0,8613,0,2719,0,2332
193_31,193,31,4/21/2015 12:00:00 AM,-,31,17TH STREET NW,H STREET NW,,-,True,-,Yes,4/21/2015 12:00:00 AM,38.9002066,-77.0394721,06:30-09:30,15:30-18:30,1271,2537,628,1055,643,1482,2564,1255,1062,621,1502,634,1849,2019,1125,693,724,1326,1991,1864,685,1131,1306,733
193_32,193,32,6/9/2011 12:00:00 AM,-,32,15TH STREET NW,H STREET NW,,-,True,-,Yes,6/9/2011 12:00:00 AM,38.9002229,-77.0336426,06:30-09:30,15:30-18:30,0,2870,0,1496,0,1374,2783,1102,1578,495,1205,607,0,4319,0,2337,0,1982,5508,0,2750,0,2758,0
193_33,193,33,5/26/2016 12:00:00 AM,-,33,14TH STREET NW,I STREET NW,,-,True,-,Yes,5/26/2016 12:00:00 AM,38.901334,-77.0319138,06:30-09:30,15:30-18:30,7040,8037,1697,2221,2291,2907,9464,7535,2833,1711,3330,2558,7709,0,2311,0,2384,0,0,8641,0,2909,0,2540
193_34,193,34,6/15/2011 12:00:00 AM,-,34,I STREET NW,15TH STREET NW,VERMONT AVENUE NW,-,True,-,Yes,6/15/2011 12:00:00 AM,38.9013465,-77.0345887,06:30-09:30,15:30-18:30,769,1223,295,526,474,697,510,876,234,345,276,531,5163,0,2622,0,2541,0,0,4343,0,2280,0,2063
193_35,193,35,6/23/2011 12:00:00 AM,-,35,7TH STREET NW,T STREET NW,,-,True,-,Yes,6/23/2011 12:00:00 AM,38.915572,-77.021919,06:30-09:30,15:30-18:30,3032,2019,1649,808,1383,1211,2044,3085,820,1664,1224,1421,0,529,0,174,0,355,557,0,177,0,380,0
193_36,193,36,7/14/2011 12:00:00 AM,-,36,13TH STREET NW,U STREET NW,,-,True,-,Yes,7/14/2011 12:00:00 AM,38.9170202,-77.0296142,06:30-09:30,15:30-18:30,3319,2663,1476,462,688,1330,3019,3279,481,1419,1581,726,5069,4696,1871,1047,1204,1694,4500,5269,991,1891,1613,1336
193_37,193,37,7/20/2011 12:00:00 AM,-,,GEORGIA AVENUE NW,QUINCY STREET NW,,-,True,,Yes,7/20/2011 12:00:00 AM,38.9376112,-77.0244706,06:30-09:30,15:30-18:30,5929,7168,1974,2366,1855,2410,7146,6094,2375,2015,2333,1919,293,11,44,2,180,6,237,332,50,60,117,150
193_38,193,38,7/19/2011 12:00:00 AM,-,,14TH STREET NW,U STREET NW,,-,True,,Yes,7/19/2011 12:00:00 AM,38.917097,-77.031711,06:30-09:30,15:30-18:30,4286,4134,1895,1060,842,1406,4631,4212,1171,1859,1585,839,3695,3572,1759,873,613,1178,3290,3984,771,1804,1165,782
193_39,193,39,5/18/2016 12:00:00 AM,-,,15TH STREET NW,I STREET NW,,-,True,,Yes,5/18/2016 12:00:00 AM,38.9013333,-77.0336191,06:30-09:30,15:30-18:30,0,3991,0,1226,0,1098,6236,0,1939,0,1570,0,8926,0,2694,0,2670,0,0,11171,0,3407,0,3142
193_40,193,40,8/9/2011 12:00:00 AM,-,,46TH STREET NW,YUMA STREET NW,,-,True,,Yes,8/9/2011 12:00:00 AM,38.946286,-77.090611,06:30-09:30,15:30-18:30,1184,851,436,165,261,320,819,1173,160,433,309,269,422,473,106,139,125,123,493,421,135,100,133,116
193_41,193,41,9/14/2011 12:00:00 AM,-,,13TH STREET NW,KENNEDY STREET NW,,-,True,,Yes,9/14/2011 12:00:00 AM,38.9562256,-77.0296806,06:30-09:30,15:30-18:30,2302,1918,1444,486,702,1189,2099,2364,546,1514,1285,694,726,963,383,358,255,493,840,722,342,357,400,266
193_42,193,42,9/27/2011 12:00:00 AM,-,,CONNECTICUT AVENUE NW,MCKINLEY STREET NW,,-,True,,Yes,9/27/2011 12:00:00 AM,38.9649295,-77.0755976,06:30-09:30,15:30-18:30,5928,5409,3769,1663,1746,3027,5461,5902,1582,3788,3141,1704,811,687,438,169,308,450,722,924,272,441,395,409
193_43,193,43,9/21/2011 12:00:00 AM,-,,NEW HAMPSHIRE AVENUE NW,MISSOURI AVENUE NW,,-,True,,Yes,9/21/2011 12:00:00 AM,38.9551756,-77.0102957,06:30-09:30,15:30-18:30,1799,1442,924,418,670,814,2261,2737,784,1411,1199,1048,5275,4697,2558,2179,2249,2088,3896,4355,1841,2099,1690,1858
193_44,193,44,9/13/2011 12:00:00 AM,-,,GEORGIA AVENUE NW,KENNEDY STREET NW,,-,True,,Yes,9/13/2011 12:00:00 AM,38.956216,-77.028029,06:30-09:30,15:30-18:30,3829,3038,2569,960,986,1717,3228,4231,957,2856,1878,1086,1253,1025,809,328,375,587,864,880,316,507,463,312
193_45,193,45,9/21/2011 12:00:00 AM,-,,MARTIN LUTHER KING AVENUE SW,CHESAPEAKE STREET SW,,-,True,,Yes,9/21/2011 12:00:00 AM,38.828656,-77.012585,06:30-09:30,15:30-18:30,790,773,351,421,377,308,1528,1193,886,489,557,603,231,254,169,88,54,144,788,1117,310,718,406,339
193_46,193,46,10/5/2011 12:00:00 AM,-,,NORTH CAPITOL STREET NE,MISSOURI AVENUE NE,RIGGS ROAD NE,-,True,,Yes,10/5/2011 12:00:00 AM,38.9548135,-77.0090331,06:30-09:30,15:30-18:30,3759,4105,1830,2030,1504,1678,5619,3581,2747,1741,2310,1419,3255,4798,1517,2208,1441,2111,4574,4723,2103,2218,2001,2048
193_47,193,47,8/2/2012 12:00:00 AM,-,,1ST STREET SE,CHESAPEAKE STREET SE,,-,False,,Yes,8/2/2012 12:00:00 AM,38.8292055,-77.0059053,06:30-09:30,15:30-18:30,498,365,144,148,354,217,328,491,130,136,198,355,0,0,0,0,0,0,90,60,28,18,62,42
193_48,193,48,7/24/2012 12:00:00 AM,-,,2ND STREET SE,NORTH CAROLINA AVENUE SE,D STREET SE,-,False,,Yes,7/24/2012 12:00:00 AM,38.8842776,-77.0035259,06:30-09:30,15:30-18:30,435,209,197,121,238,88,154,242,89,116,65,126,0,218,0,80,0,138,260,180,118,87,142,93
193_49,193,49,5/16/2017 12:00:00 AM,-,,3RD STREET NE,A STREET NE,,-,False,,Yes,5/16/2017 12:00:00 AM,38.890936,-77.002043,06:30-09:30,15:30-18:30,7,1073,0,519,2,412,1005,9,443,1,410,4,530,216,443,60,59,128,189,433,40,346,128,55
193_50,193,50,7/24/2012 12:00:00 AM,-,,3RD STREET SE,I STREET SE,,-,False,,Yes,7/24/2012 12:00:00 AM,38.879285,-77.00204,06:30-09:30,15:30-18:30,157,858,85,230,72,628,856,154,223,103,633,51,123,74,90,21,33,53,43,93,17,61,26,32
193_51,193,51,8/7/2012 12:00:00 AM,-,,4TH STREET SE,SOUTH CAROLINA AVENUE SE,,-,False,,Yes,8/7/2012 12:00:00 AM,38.8827051,-77.0005921,06:30-09:30,15:30-18:30,1286,0,603,0,683,0,0,1096,0,514,0,582,143,132,77,39,66,93,90,291,32,159,58,132
193_52,193,52,7/24/2012 12:00:00 AM,-,,4TH STREET SE,I STREET SE,,-,False,,Yes,7/24/2012 12:00:00 AM,38.879282,-77.00058,06:30-09:30,15:30-18:30,846,0,601,0,245,0,0,751,0,532,0,219,12,81,7,27,5,54,88,114,28,77,60,37
193_53,193,53,8/7/2012 12:00:00 AM,-,,6TH STREET NE,I STREET NE,,-,False,,Yes,8/7/2012 12:00:00 AM,38.9013257,-76.998446,06:30-09:30,15:30-18:30,0,1163,0,444,0,719,1210,0,456,0,754,0,0,519,0,120,0,399,472,0,108,0,364,0
193_54,193,54,8/7/2012 12:00:00 AM,-,,11TH STREET NE,F STREET NE,,-,False,,Yes,8/7/2012 12:00:00 AM,38.8973297,-76.991527,06:30-09:30,15:30-18:30,413,486,185,168,228,318,427,535,174,216,253,319,466,0,146,0,320,0,247,532,69,190,178,342
193_55,193,55,8/8/2012 12:00:00 AM,-,,14TH STREET SE,A STREET SE,,-,False,,Yes,8/8/2012 12:00:00 AM,38.888671,-76.985511,06:30-09:30,15:30-18:30,812,0,512,0,300,0,0,816,0,507,0,309,103,90,56,23,47,67,79,88,19,57,60,31
193_56,193,56,8/2/2012 12:00:00 AM,-,,14TH STREET SE,U STREET SE,,-,False,,Yes,8/2/2012 12:00:00 AM,38.86587,-76.9852715,06:30-09:30,15:30-18:30,477,227,215,74,262,153,288,395,115,169,173,226,12,31,7,22,5,9,0,124,0,72,0,52
193_57,193,57,7/26/2012 12:00:00 AM,-,,16TH STREET SE,RIDGE PLACE SE,,-,False,,Yes,7/26/2012 12:00:00 AM,38.868846,-76.982221,06:30-09:30,15:30-18:30,59,88,17,29,42,59,132,56,50,18,82,38,21,0,12,0,9,0,0,68,0,32,0,36
193_58,193,58,8/9/2012 12:00:00 AM,-,,17TH STREET NE,EAST CAPITOL STREET NE,,-,True,,Yes,8/9/2012 12:00:00 AM,38.8898,-76.980764,06:30-09:30,15:30-18:30,1831,0,837,0,994,0,0,3032,0,1786,0,1246,2617,608,1919,162,698,446,553,1361,140,948,413,413
193_59,193,59,8/9/2012 12:00:00 AM,-,,17TH STREET SE,INDEPENDENCE AVENUE SE,,-,True,,Yes,8/9/2012 12:00:00 AM,38.887589,-76.980763,06:30-09:30,15:30-18:30,2804,0,1509,0,1295,0,0,2409,0,1439,0,970,0,3374,0,488,0,2886,2979,0,418,0,2561,0
193_60,193,60,8/7/2012 12:00:00 AM,-,,17TH STREET SE,POTOMAC AVENUE SE,,-,True,,Yes,8/7/2012 12:00:00 AM,38.882259,-76.98076,06:30-09:30,15:30-18:30,2699,0,1839,0,860,0,2089,2066,801,1390,1288,676,408,2987,287,1045,121,1942,1005,1148,290,782,715,366
193_61,193,61,8/15/2012 12:00:00 AM,-,,17TH STREET SE,MASSACHUSETTS AVENUE SE,,-,True,,Yes,8/15/2012 12:00:00 AM,38.885949,-76.980766,06:30-09:30,15:30-18:30,3048,0,2013,0,1035,0,0,3014,0,1995,0,1019,247,275,110,116,137,159,192,198,64,76,128,122
193_62,193,62,8/16/2012 12:00:00 AM,-,,19TH STREET NE,C STREET NE,,-,True,,Yes,8/16/2012 12:00:00 AM,38.8932349,-76.9772556,06:30-09:30,15:30-18:30,0,1113,0,514,0,599,900,0,305,0,595,0,4987,1972,3788,309,1199,1663,1869,4671,283,3553,1586,1118
193_63,193,63,8/8/2012 12:00:00 AM,-,,19TH STREET NE,EAST CAPITOL STREET NE,,-,True,,Yes,8/8/2012 12:00:00 AM,38.8898603,-76.9772508,06:30-09:30,15:30-18:30,0,904,0,353,0,551,1085,0,477,0,608,0,1975,589,1370,218,605,371,495,2062,137,1413,358,649
193_64,193,64,8/15/2012 12:00:00 AM,-,,19TH STREET SE,INDEPENDENCE AVENUE SE,,-,True,,Yes,8/15/2012 12:00:00 AM,38.8877208,-76.9772582,06:30-09:30,15:30-18:30,0,1313,0,495,0,818,3189,0,936,0,2253,0,94,6049,40,1216,54,4833,4079,0,735,0,3344,0
193_65,193,65,7/25/2012 12:00:00 AM,-,,44TH STREET NE,SHERIFF ROAD NE,,-,False,,Yes,7/25/2012 12:00:00 AM,38.9027871,-76.9391564,06:30-09:30,15:30-18:30,130,74,77,23,53,51,243,240,84,96,159,144,1671,1409,1083,328,588,1081,1308,1629,290,1087,1018,542
193_66,193,66,7/24/2012 12:00:00 AM,-,,54TH PLACE NE,HAYES STREET NE,,-,False,,Yes,7/24/2012 12:00:00 AM,38.899268,-76.922222,06:30-09:30,15:30-18:30,22,38,6,9,16,29,65,0,24,0,41,0,0,0,0,0,0,0,0,49,0,21,0,28
193_67,193,67,7/26/2012 12:00:00 AM,-,,46TH STREET SE,B STREET SE,BASS PLACE SE,-,False,,Yes,7/26/2012 12:00:00 AM,38.888045,-76.935678,06:30-09:30,15:30-18:30,82,97,23,21,59,76,136,110,23,19,113,91,74,74,50,35,24,39,92,103,56,77,36,26
193_68,193,68,8/7/2012 12:00:00 AM,-,,RIDGE ROAD SE,ANACOSTIA ROAD SE,,-,False,,Yes,8/7/2012 12:00:00 AM,38.888824,-76.95214,06:30-09:30,15:30-18:30,27,26,11,7,16,19,0,127,0,34,0,93,1642,950,1055,192,587,758,1019,1585,209,1042,810,543
193_69,193,69,8/21/2012 12:00:00 AM,-,,17TH STREET NE,C STREET NE,,-,True,,Yes,8/21/2012 12:00:00 AM,38.8933687,-76.9807611,06:30-09:30,15:30-18:30,2349,0,853,0,1496,0,0,2072,0,1025,0,1047,5035,1957,3921,302,1114,1655,1225,4580,141,3588,1084,992
193_70,193,70,8/21/2012 12:00:00 AM,-,,19TH STREET SE,POTOMAC AVENUE SE,,-,False,,Yes,8/21/2012 12:00:00 AM,38.8836834,-76.9772678,06:30-09:30,15:30-18:30,0,2719,0,1081,0,1638,57,0,33,0,24,0,0,0,0,0,0,0,2662,0,1048,0,1614,0
193_72,193,72,9/3/2014 12:00:00 AM,-,,ALABAMA AVENUE SE,18TH PLACE SE,,-,True,,YES,9/3/2014 12:00:00 AM,,,06:30-09:30,15:30-18:30,1197,919,1197,919,,,940,1181,940,1181,,,0,0,0,0,,,0,37,0,37,,
193_73,193,73,9/4/2014 12:00:00 AM,-,,HARTFORD STREET SE,ALABAMA AVENUE SE,,-,False,-,,9/4/2014 12:00:00 AM,38.854472,-76.969973,06:30-09:30,15:30-18:30,1535,1737,1331,1538,,,1646,1541,1447,1336,,,134,37,129,33,,,0,0,0,0,,
193_74,193,74,4/24/2015 12:00:00 AM,-,,7TH STREET NE,FRANKLIN STREET NE,,-,True,-,Yes,4/24/2015 12:00:00 AM,38.92558,-76.996157,06:30-09:30,15:30-18:30,3362,2485,2160,1065,1202,1420,1671,2668,643,1666,1028,1002,1006,810,426,535,580,275,600,676,383,346,217,330
193_75,193,75,9/10/2014 12:00:00 AM,-,,EDGEWOOD STREET NE,8 STREET NE,,-,False,-,,9/10/2014 12:00:00 AM,38.925459,-76.994982,06:30-09:30,15:30-18:30,352,0,352,0,,,209,0,209,0,,,0,0,0,0,,,0,561,0,561,,
193_76,193,76,4/23/2015 12:00:00 AM,-,,14TH STREET NW,K STREET NW,,-,True,,,4/23/2015 12:00:00 AM,38.902472,-77.031863,06:30-09:30,15:30-18:30,3528,3708,1589,1839,1939,1869,3102,3242,1541,1446,1561,1796,3320,2980,1551,1603,1769,1377,3542,3562,1820,1613,1722,1949
193_77,193,77,4/16/2015 12:00:00 AM,-,,14TH STREET NW,IRVING STREET NW,,-,True,,Yes,4/16/2015 12:00:00 AM,38.928763,-77.032632,06:30-09:30,15:30-18:30,2224,1918,1445,714,779,1204,1839,2322,695,1487,1144,835,0,2047,0,858,0,1189,2226,2,920,1,1306,1
193_78,193,78,4/8/2015 12:00:00 AM,-,,14TH STREET NW,COLUMBIA ROAD NW,,-,True,,Yes,4/8/2015 12:00:00 AM,38.927524,-77.032506,06:30-09:30,15:30-18:30,2585,2005,1475,856,1110,1149,1902,2655,797,1492,1105,1163,2287,1,984,1,1303,0,0,2113,0,907,0,1206
193_79,193,79,4/15/2015 12:00:00 AM,-,,14TH STREET NW,F STREET NW ,,-,True,,Yes,4/15/2015 12:00:00 AM,38.897352,-77.031927,06:30-09:30,15:30-18:30,3550,3949,1541,2270,2009,1679,5070,3535,2407,1543,2663,1992,870,2007,318,534,552,1473,906,905,387,306,519,599
193_80,193,80,4/21/2015 12:00:00 AM,-,,14TH STREET NW,PARK ROAD NW,,-,True,,Yes,4/21/2015 12:00:00 AM,38.930224,-77.032743,06:30-09:30,15:30-18:30,2455,1874,1549,841,906,1033,2261,2091,962,1339,1299,752,348,404,174,130,174,274,0,695,0,375,0,320
193_81,193,81,4/15/2015 12:00:00 AM,-,,14TH STREET NW,PENNSYLVANIA AVENUE NW,,-,True,,Yes,4/15/2015 12:00:00 AM,38.89553,-77.031954,06:30-09:30,15:30-18:30,3869,4545,1314,2519,2555,2026,4902,4070,2609,1282,2293,2788,1830,2105,867,1022,963,1083,1776,1657,836,803,940,854
193_82,193,82,4/22/2015 12:00:00 AM,-,,17TH STREET NW,K STREET NW,,-,True,,Yes,4/22/2015 12:00:00 AM,38.902531,-77.038488,06:30-09:30,15:30-18:30,2288,525,1308,0,980,525,465,1786,1,1039,464,747,3235,3357,1525,1660,1710,1697,3339,3659,1704,1839,1635,1820
193_83,193,83,4/16/2015 12:00:00 AM,-,,36TH STREET NW,WOODLEY ROAD NW,,-,False,,Yes,4/16/2015 12:00:00 AM,38.931748,-77.070884,06:30-09:30,15:30-18:30,670,1092,413,478,257,614,1157,826,518,519,639,307,482,368,344,170,138,198,212,235,73,181,139,54
193_84,193,84,4/22/2015 12:00:00 AM,-,,CONNECTICUT AVENUE NW,K STREET NW,,-,True,,Yes,4/22/2015 12:00:00 AM,38.902527,-77.039381,06:30-09:30,15:30-18:30,3487,653,1633,307,1854,346,3081,536,1274,192,1807,344,4276,3157,1738,1631,2538,1526,3457,9955,1719,4234,1738,5721
