MAP_ID,AGENCY_ID,INTID,DATE,COUNTY,SYNCHRO_ID,ROAD1,ROAD2,ROAD3,CITY1,IS_SIGNALIZED,ZONE,TMC_DONE,TMC_DATE,LATITUDE,LONGITUDE,AM_PEAK,PM_PEAK,NORTH_LEG_IN_TOTAL,NORTH_LEG_OUT_TOTAL,NORTH_LEG_IN_AM_PEAK,NORTH_LEG_OUT_AM_PEAK,NORTH_LEG_IN_PM_PEAK,NORTH_LEG_OUT_PM_PEAK,SOUTH_LEG_IN_TOTAL,SOUTH_LEG_OUT_TOTAL,SOUTH_LEG_IN_AM_PEAK,SOUTH_LEG_OUT_AM_PEAK,SOUTH_LEG_IN_PM_PEAK,SOUTH_LEG_OUT_PM_PEAK,EAST_LEG_IN_TOTAL,EAST_LEG_OUT_TOTAL,EAST_LEG_IN_AM_PEAK,EAST_LEG_OUT_AM_PEAK,EAST_LEG_IN_PM_PEAK,EAST_LEG_OUT_PM_PEAK,WEST_LEG_IN_TOTAL,WEST_LEG_OUT_TOTAL,WEST_LEG_IN_AM_PEAK,WEST_LEG_OUT_AM_PEAK,WEST_LEG_IN_PM_PEAK,WEST_LEG_OUT_PM_PEAK
193_85,193,85,4/22/2015 12:00:00 AM,-,,17TH STREET NW,RHODE ISLAND AVENUE NW,,-,True,,Yes,4/22/2015 12:00:00 AM,38.906505,-77.038515,06:30-09:30,15:30-18:30,741,4797,294,2660,447,2137,4784,1768,2807,543,1977,1225,3309,1322,1524,36,1785,1286,1001,1948,0,1386,1001,562
193_86,193,86,4/15/2015 12:00:00 AM,-,,14TH STREET NW,G STREET NW,,-,True,,Yes,4/15/2015 12:00:00 AM,38.898314,-77.031906,06:30-09:30,15:30-18:30,534,781,215,323,319,458,986,1089,398,626,588,463,4003,4368,1787,2347,2216,2021,4500,3785,2475,1579,2025,2206
193_87,193,87,4/8/2015 12:00:00 AM,-,,MARTIN LUTHER KING AVENUE SE,STANTON ROAD SE,,-,False,,Yes,4/8/2015 12:00:00 AM,38.859268,-76.995192,06:30-09:30,15:30-18:30,2427,2897,915,1749,1512,1148,2986,2201,1812,857,1174,1344,775,539,318,171,457,368,35,586,16,284,19,302
193_88,193,88,4/24/2015 12:00:00 AM,-,,19TH STREET NW,L STREET NW,,-,True,,Yes,4/24/2015 12:00:00 AM,38.90375,-77.04345,06:30-09:30,15:30-18:30,3650,0,1583,0,2067,0,0,3389,0,1409,0,1980,0,4531,0,2462,0,2069,4317,47,2302,14,2015,33
193_89,193,89,4/16/2015 12:00:00 AM,-,,GEORGIA AVENUE NW,NEW HAMPSHIRE AVENUE NW,,-,True,,Yes,4/16/2015 12:00:00 AM,38.936429,-77.024288,06:30-09:30,15:30-18:30,4433,3169,2719,1126,1714,2043,3464,4005,1228,2429,2236,1576,3623,1906,2198,574,1425,1332,1875,4315,540,2556,1335,1759
193_90,193,90,4/23/2015 12:00:00 AM,-,,12TH STREET NW ,MASSACHUSETTS AVENUE NW,,-,True,,NO,4/23/2015 12:00:00 AM,38.904292,-77.028097,06:30-09:30,15:30-18:30,0,2060,0,696,0,1364,4262,0,1635,0,2627,0,3717,4079,2111,1853,1606,2226,4107,5947,1870,3067,2237,2880
193_91,193,91,4/8/2015 12:00:00 AM,-,,BRENTWOOD ROAD NE,W STREET NE,,-,False,,Yes,4/8/2015 12:00:00 AM,38.919261,-76.99134,06:30-09:30,15:30-18:30,4167,4051,2250,1708,1917,2343,4772,4791,2158,2481,2614,2310,362,317,209,242,153,75,1185,1327,428,614,757,713
193_92,193,92,5/19/2016 12:00:00 AM,-,,14TH STREET NW,NEW YORK AVENUE NW,,-,True,,Yes,5/19/2016 12:00:00 AM,38.899408,-77.031884,06:30-09:30,15:30-18:30,8615,7790,2039,2377,2751,2517,8338,8640,2611,1933,2587,2694,2584,2173,599,675,801,573,1181,2115,284,548,357,712
193_93,193,93,4/21/2015 12:00:00 AM,-,,36TH STREET NW,LOWELL STREET NW,,-,False,,Yes,4/21/2015 12:00:00 AM,38.932532,-77.070884,06:30-09:30,15:30-18:30,296,305,127,94,169,211,331,409,104,228,227,181,354,276,284,169,70,107,299,290,204,228,95,62
193_94,193,94,5/5/2015 12:00:00 AM,-,,9TH STREET SE,NORTH CAROLINA AVENUE SE,,-,False,,,5/5/2015 12:00:00 AM,38.888402,-76.993754,06:30-09:30,15:30-18:30,455,350,178,193,277,157,278,349,157,124,121,225,1095,601,811,158,284,443,665,1193,196,867,469,326
193_95,193,95,4/18/2013 12:00:00 AM,-,,11TH STREET NW,COLUMBIA ROAD NW,,-,True,,Yes,4/18/2013 12:00:00 AM,,,06:30-09:30,15:30-18:30,514,164,514,164,,,157,615,157,615,,,615,0,615,0,,,0,507,0,507,,
193_96,193,96,12/15/2015 12:00:00 AM,-,,46TH STREET NE,HUNTS PLACE NE,,-,False,,Yes,12/15/2015 12:00:00 AM,38.900643,-76.936558,06:30-09:30,15:30-18:30,78,61,35,33,35,20,38,71,14,35,17,30,35,22,15,6,16,10,38,35,19,9,14,22
193_97,193,97,12/15/2015 12:00:00 AM,-,,FIRST STREET NW,RANDOLPH PLACE NW,,-,False,,Yes,12/15/2015 12:00:00 AM,38.913325,-77.012142,06:30-09:30,15:30-18:30,762,1149,252,529,394,464,912,657,432,223,360,324,121,161,48,67,48,74,343,171,137,50,154,94
193_98,193,98,12/16/2015 12:00:00 AM,-,,VAN NESS STREET NW,NEBRASKA AVENUE NW,,-,True,,Yes,12/16/2015 12:00:00 AM,38.943163,-77.081408,06:30-09:30,15:30-18:30,3473,3518,1683,1246,1230,1732,4946,4350,2069,1897,2125,1739,2097,2392,540,1340,1183,706,1187,1443,643,452,376,737
193_99,193,99,12/15/2015 12:00:00 AM,-,,NORTH CAPITOL STREET NW,S STREET NW,,-,False,,Yes,12/15/2015 12:00:00 AM,38.914068,-77.009154,06:30-09:30,15:30-18:30,9222,0,3215,0,4541,0,0,9262,0,3225,0,4563,0,0,0,0,0,0,77,37,27,17,40,18
193_100,193,100,12/15/2015 12:00:00 AM,-,,NORTH CAPITOL STREET NE,S STREET NE,,-,False,,Yes,12/15/2015 12:00:00 AM,38.914051,-77.008913,06:30-09:30,15:30-18:30,0,9538,0,4566,0,3578,10166,0,4954,0,3759,0,22,650,3,391,14,195,0,0,0,0,0,0
193_101,193,101,12/15/2015 12:00:00 AM,-,,NORTH CAPITOL STREET NW,RANDOLPH PLACE NW,,-,True,,Yes,12/15/2015 12:00:00 AM,38.913333,-77.00902,06:30-09:30,15:30-18:30,8030,7501,4161,2589,3037,4057,7505,7739,2591,4063,4059,2882,0,216,0,58,0,131,158,237,51,93,93,119
193_102,193,102,12/16/2015 12:00:00 AM,-,,NEBRASKA AVENUE NW,42ND STREET NW,,-,False,,Yes,12/16/2015 12:00:00 AM,38.942524,-77.081976,06:30-09:30,15:30-18:30,4476,4410,1929,1909,1891,1891,4993,5403,2119,2316,2122,2290,0,0,0,0,0,0,938,594,393,216,402,234
193_103,193,103,12/28/2015 12:00:00 AM,-,,EASTERN AVENUE NE,BUNKER HILL ROAD NE,,-,False,,Yes,12/28/2015 12:00:00 AM,38.937872,-76.966883,06:30-09:30,15:30-18:30,3758,3399,834,732,1358,1157,3853,4145,861,927,1257,1460,336,389,117,62,97,194,723,737,138,229,286,187
193_104,193,104,1/6/2016 12:00:00 AM,-,,VAN NESS STREET NW,42ND STREET NW,,-,False,,Yes,1/6/2016 12:00:00 AM,38.943155,-77.082051,06:30-09:30,15:30-18:30,834,903,286,359,453,425,582,891,212,335,262,456,1388,1012,456,582,792,336,1001,999,595,273,306,596
193_105,193,105,1/12/2016 12:00:00 AM,-,,KENNEDY STREET NW,4TH STREET NW,,-,False,,Yes,1/12/2016 12:00:00 AM,38.95648,-77.017796,06:30-09:30,15:30-18:30,0,275,0,60,0,115,376,0,95,0,146,0,1946,1967,642,416,558,759,1923,2003,392,653,762,592
193_106,193,106,4/4/2017 12:00:00 AM,-,,BLAIR ROAD NE,MADISON STREET NE,,-,False,,Yes,4/4/2017 12:00:00 AM,38.958707,-77.00858,06:30-09:30,15:30-18:30,0,1225,0,457,0,606,1078,528,384,278,546,187,752,87,378,25,260,56,591,581,292,294,233,190
193_107,193,107,1/18/2016 12:00:00 AM,-,,14TH STREET NW,MADISON STREET NW,,-,False,,Yes,1/18/2016 12:00:00 AM,38.958332,-77.033407,06:30-09:30,15:30-18:30,2820,2710,1122,654,884,1183,2498,2730,550,1100,1119,841,475,291,216,80,145,126,149,211,37,91,57,55
193_108,193,108,1/19/2016 12:00:00 AM,-,,NEW HAMPSHIRE AVENUE NW,TAYLOR STREET NW,,-,False,,Yes,1/19/2016 12:00:00 AM,38.940931,-77.020908,06:30-09:30,15:30-18:30,4465,4317,1894,907,1202,1896,4289,4326,909,1862,1898,1170,145,460,56,93,39,191,481,277,87,84,192,74
193_109,193,109,2/3/2016 12:00:00 AM,-,,KENNEDY STREET NW,8TH STREET NW,,-,False,,Yes,2/3/2016 12:00:00 AM,38.956338,-77.02404,06:30-09:30,15:30-18:30,325,294,119,49,102,155,305,424,51,173,128,134,2184,2133,718,448,671,858,2137,2100,454,672,886,640
193_110,193,110,5/16/2017 12:00:00 AM,-,,WEBSTER STREET NW,5TH STREET NW,,-,False,,Yes,5/16/2017 12:00:00 AM,38.944173,-77.019298,06:30-09:30,15:30-18:30,1369,990,888,230,359,657,961,1338,225,874,638,345,256,142,110,76,108,53,148,264,81,124,53,103
193_111,193,111,2/4/2016 12:00:00 AM,-,,13TH STREET NW,EMERSON STREET NW,,-,False,,Yes,2/4/2016 12:00:00 AM,38.949738,-77.029684,06:30-09:30,15:30-18:30,2326,2250,1317,499,720,1459,2232,2426,497,1373,1438,762,486,369,244,132,195,178,497,496,184,238,246,200
193_112,193,112,2/4/2016 12:00:00 AM,-,,NEVADA AVENUE NW,QUESADA STREET NW,,-,False,,Yes,2/4/2016 12:00:00 AM,38.968643,-77.072739,06:30-09:30,15:30-18:30,787,908,464,303,237,497,766,948,201,544,464,305,295,144,173,67,104,65,154,2,76,0,63,1
193_113,193,113,2/4/2016 12:00:00 AM,-,,ELLICOTT STREET NW,48TH STREET NW,,-,False,,Yes,2/4/2016 12:00:00 AM,38.953334,-77.094336,06:30-09:30,15:30-18:30,94,110,43,41,39,56,101,104,44,40,46,53,152,170,68,78,66,70,135,98,47,43,69,41
193_114,193,114,2/4/2016 12:00:00 AM,-,,FESSENDEN STREET NW,BROAD  BRANCH TERRACE NW,,-,False,,Yes,2/4/2016 12:00:00 AM,38.954611,-77.06565,06:30-09:30,15:30-18:30,77,32,56,11,18,16,0,1,0,1,0,0,203,210,93,92,77,93,154,191,44,89,87,73
193_115,193,115,2/4/2016 12:00:00 AM,-,,FESSENDEN STREET NW,32ND STREET NW,,-,False,,Yes,2/4/2016 12:00:00 AM,38.954202,-77.065164,06:30-09:30,15:30-18:30,0,0,0,0,0,0,67,105,26,61,33,39,229,111,133,29,74,62,173,253,63,132,86,92
193_116,193,116,1/19/2016 12:00:00 AM,-,,SOUTH DAKOTA AVENUE NE,RIGGS ROAD NE,3RD STREET NE,-,True,,Yes,1/19/2016 12:00:00 AM,38.956889,-77.002336,06:30-09:30,15:30-18:30,2761,3220,653,658,1108,1449,6917,6447,1741,1509,2689,2472,6837,8064,1777,1252,2366,3523,11678,10462,2091,2843,4941,3660
193_117,193,117,2/14/2016 12:00:00 AM,-,,WOODLEY ROAD NW,27TH STREET NW,,-,False,,Yes,2/14/2016 12:00:00 AM,38.925872,-77.055337,06:30-09:30,15:30-18:30,308,0,165,0,94,0,120,112,43,26,55,64,577,701,248,334,251,237,503,695,229,325,178,277
193_118,193,118,2/4/2016 12:00:00 AM,-,,Q STREET NW,29TH STREET NW,,-,False,,Yes,2/4/2016 12:00:00 AM,38.910528,-77.058201,06:30-09:30,15:30-18:30,145,482,61,173,45,200,953,327,386,117,336,126,1880,2667,662,1028,696,828,2349,1851,868,659,759,682
193_119,193,119,2/9/2016 12:00:00 AM,-,,IDAHO AVENUE NW,ORDWAY STREET NW,,-,False,,Yes,2/9/2016 12:00:00 AM,38.936313,-77.072997,06:30-09:30,15:30-18:30,0,925,0,452,0,409,1081,0,568,0,447,0,71,229,22,140,45,83,2,0,2,0,0,0
193_120,193,120,2/4/2016 12:00:00 AM,-,,WYOMING AVENUE NW,CONNECTICUT AVENUE NW,,-,False,,Yes,2/4/2016 12:00:00 AM,38.917725,-77.047237,06:30-09:30,15:30-18:30,7892,6693,2716,1553,2456,2986,6700,7909,1531,2733,2986,2428,509,602,236,146,102,212,544,441,102,153,181,99
193_121,193,121,2/11/2016 12:00:00 AM,-,,ARKANSAS AVENUE NW,FARRAGUT STREET NW,,-,False,,Yes,2/11/2016 12:00:00 AM,38.950799,-77.028054,06:30-09:30,15:30-18:30,1223,1219,754,314,342,740,1363,1317,339,800,840,374,221,214,121,60,73,128,87,144,37,77,38,51
193_122,193,122,2/11/2016 12:00:00 AM,-,,7TH STREET NW,TAYLOR STREET NW,,-,False,,Yes,2/11/2016 12:00:00 AM,38.940919,-77.021563,06:30-09:30,15:30-18:30,0,997,0,271,0,649,1004,0,287,0,641,0,197,325,105,94,71,200,382,261,107,134,239,102
193_123,193,123,1/5/2016 12:00:00 AM,-,,RITTENHOUSE STREET NW,3RD STREET NW,,-,False,,Yes,1/5/2016 12:00:00 AM,38.964956,-77.016176,06:30-09:30,15:30-18:30,695,603,386,180,238,326,593,653,188,370,313,217,263,262,109,94,119,133,323,356,125,164,159,153
193_124,193,124,5/12/2016 12:00:00 AM,-,,14TH STREET NW,DELAFIELD PLACE NW,,-,False,,Yes,5/12/2016 12:00:00 AM,38.948963,-77.03271,06:30-09:30,15:30-18:30,5666,6706,3349,0,49,4533,12880,11018,0,6752,7519,79,6087,6911,3403,0,584,3540,2,0,0,0,0,0
193_125,193,125,2/11/2016 12:00:00 AM,-,,KANSAS AVENUE NW,QUINCY STREET NW,,-,False,,Yes,2/11/2016 12:00:00 AM,38.937581,-77.029063,06:30-09:30,15:30-18:30,1316,877,710,266,422,475,871,1230,262,670,469,388,334,295,168,141,124,109,197,316,97,160,76,119
193_126,193,126,2/11/2016 12:00:00 AM,-,,NEW HAMPSHIRE AVENUE NW,INGRAHAM STREET NW,,-,False,,Yes,2/11/2016 12:00:00 AM,38.95457,-77.010727,06:30-09:30,15:30-18:30,2995,2984,1339,953,1190,1552,2812,2869,910,1289,1454,1128,154,1,83,0,49,0,156,263,34,124,95,108
193_127,193,127,2/11/2016 12:00:00 AM,-,,9TH STREET NW,QUACKENBOS STREET NW,,-,False,,Yes,2/11/2016 12:00:00 AM,38.963772,-77.025962,06:30-09:30,15:30-18:30,359,608,154,217,157,294,656,482,225,199,329,204,368,370,184,112,135,211,486,409,144,179,265,177
193_128,193,128,2/17/2016 12:00:00 AM,-,,39TH STREET NW,ALTON PLACE NW,,-,False,,Yes,2/17/2016 12:00:00 AM,38.947077,-77.077063,06:30-09:30,15:30-18:30,1,658,0,153,1,415,697,1,162,1,441,0,49,108,17,32,21,66,87,67,27,20,54,36
193_129,193,129,2/18/2016 12:00:00 AM,-,,12 STREET SE,G STREET SE,,-,False,,Yes,2/18/2016 12:00:00 AM,38.881269,-76.990245,06:30-09:30,15:30-18:30,531,1255,121,313,194,568,561,675,137,171,223,285,267,0,62,0,102,0,878,307,217,53,456,122
193_130,193,130,2/17/2016 12:00:00 AM,-,,46TH STREET NW,DAVENPORT STREET NW,,-,False,,Yes,2/17/2016 12:00:00 AM,38.952134,-77.090603,06:30-09:30,15:30-18:30,810,573,413,194,289,290,571,810,190,412,292,287,73,62,27,29,33,24,57,66,24,19,23,36
193_131,193,131,2/17/2016 12:00:00 AM,-,,MONROE STREET NE,8TH STREET NE,,-,False,,Yes,2/17/2016 12:00:00 AM,38.932382,-76.994998,06:30-09:30,15:30-18:30,0,0,0,0,0,0,1076,815,243,338,478,200,3920,4481,1541,897,980,1941,3856,3556,793,1342,1578,895
193_132,193,132,2/26/2016 12:00:00 AM,-,,CALVERT STREET NW,28TH STREET NW,,-,False,,Yes,2/26/2016 12:00:00 AM,38.923288,-77.056094,06:30-09:30,15:30-18:30,0,0,0,0,0,0,230,171,88,88,111,60,2609,3080,963,1677,1358,1026,2943,2531,1627,913,952,1335
193_133,193,133,2/25/2016 12:00:00 AM,-,,MINNESOTA AVENUE SE,19TH STREET SE,,-,False,,Yes,2/25/2016 12:00:00 AM,38.87017,-76.97735,06:30-09:30,15:30-18:30,142,327,46,131,69,151,151,94,76,23,55,44,2032,2336,772,795,905,1207,2259,1827,757,702,1182,809
193_134,193,134,2/25/2016 12:00:00 AM,-,,19TH STREET SE,R STREET SE,,-,False,,Yes,2/25/2016 12:00:00 AM,38.869468,-76.97736,06:30-09:30,15:30-18:30,92,137,24,72,44,50,84,105,39,26,32,59,375,180,213,53,130,101,161,290,45,170,93,89
193_135,193,135,2/25/2016 12:00:00 AM,-,,SAVANNAH TERRACE SE,22ND STREET SE,,-,False,,Yes,2/25/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,484,463,150,196,264,202,89,89,31,24,50,52,0,0,0,0,0,0,437,458,185,146,186,246
193_136,193,136,3/2/2016 12:00:00 AM,-,,SOUTHERN AVENUE SE,9TH STREET SE,,-,False,,Yes,3/2/2016 12:00:00 AM,38.830832,-76.989012,06:30-09:30,15:30-18:30,2738,3343,920,1483,1388,1433,3375,2855,1580,920,1362,1494,0,0,0,0,0,0,468,383,95,192,309,132
193_137,193,137,3/10/2016 12:00:00 AM,-,,ALABAMA AVENUE SE,15TH STREET SE,,-,False,,Yes,3/10/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,0,1,0,0,0,1,761,765,290,278,374,416,4108,4106,1764,1283,1898,2347,3484,3481,1044,1537,2040,1548
193_138,193,138,3/9/2016 12:00:00 AM,-,,WISCONSIN AVENUE NW,K STREET NW,,-,False,,Yes,3/9/2016 12:00:00 AM,38.902568,-77.062756,06:30-09:30,15:30-18:30,2142,1378,1051,456,790,662,0,1,0,0,0,1,1771,2119,737,914,737,863,1267,1682,312,730,695,696
193_139,193,139,3/14/2016 12:00:00 AM,-,,BRANDYWINE STREET SE,SOUTH CAPITOL STREET SE,,-,False,,Yes,3/14/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,4940,3879,832,2516,3334,981,3828,4682,2503,803,953,3122,112,319,45,61,46,230,0,0,0,0,0,0
193_140,193,140,3/15/2016 12:00:00 AM,-,,SOUTH CAPITOL STREET SE,DANBURY STREET SE,,-,False,,Yes,3/15/2016 12:00:00 AM,38.82779,-77.007658,06:30-09:30,15:30-18:30,5806,5338,762,2730,2966,887,5151,5966,2708,807,831,2994,134,305,39,92,44,117,709,191,211,91,200,43
193_141,193,141,3/18/2016 12:00:00 AM,-,,8 STREET NE,D STREET NE,,-,False,,Yes,3/18/2016 12:00:00 AM,38.894765,-76.99496,06:30-09:30,15:30-18:30,1669,1405,764,669,682,548,1463,1415,685,684,578,521,0,959,0,312,0,523,647,0,216,0,332,0
193_142,193,142,3/23/2016 12:00:00 AM,-,,RHODE ISLAND AVENUE NE,REED STREET NE,WASHINGTON PLACE NE,-,True,,Yes,3/23/2016 12:00:00 AM,38.921994,-76.993909,06:30-09:30,15:30-18:30,368,384,186,205,154,144,2182,2315,942,1218,1009,882,6527,4996,4300,1780,1733,2829,5416,6798,2032,4257,2947,1988
193_143,193,143,3/17/2016 12:00:00 AM,-,,NORTH CAPITOL STREET NW,E STREET NE,,-,False,,Yes,3/17/2016 12:00:00 AM,38.896135,-77.009053,06:30-09:30,15:30-18:30,3501,3837,1415,1495,1524,1717,2907,3086,1257,1059,1194,1551,1819,1075,707,310,822,596,2173,2402,562,1077,1253,929
193_144,193,144,1/26/2017 12:00:00 AM,-,,MASSACHUSETTS AVENUE NE,10TH STREET NE,,-,False,,Yes,1/26/2017 12:00:00 AM,38.890791,-76.99266,06:30-09:30,15:30-18:30,986,1162,310,307,361,444,1094,1094,305,320,397,433,1821,2005,956,364,369,941,2174,1814,382,962,1054,363
193_145,193,145,4/6/2016 12:00:00 AM,-,,ALLISON STREET NE,12TH STREET NE,,-,False,,Yes,4/6/2016 12:00:00 AM,38.945249,-76.990255,06:30-09:30,15:30-18:30,1748,1548,985,432,576,919,1583,2107,479,1151,875,729,913,801,606,183,194,517,1240,1028,364,668,723,203
193_146,193,146,4/6/2016 12:00:00 AM,-,,MASSACHUSETTS AVENUE NW,OBSERVATORY CIRCLE NW,,-,False,,Yes,4/6/2016 12:00:00 AM,38.924431,-77.067208,06:30-09:30,15:30-18:30,0,6,0,0,0,6,1250,1108,450,116,367,524,6673,6947,1649,3341,3232,1743,5824,5686,2922,1564,1450,2776
193_147,193,147,4/6/2016 12:00:00 AM,-,,MASSACHUSETTS AVENUE NW,34TH PLACE NW,,-,False,,Yes,4/6/2016 12:00:00 AM,38.924569,-77.067562,06:30-09:30,15:30-18:30,82,66,19,22,52,30,1,0,0,0,1,0,5889,5800,1610,2924,2951,1452,5751,5857,2916,1599,1417,2939
193_148,193,148,4/6/2016 12:00:00 AM,-,,MASSACHUSETTS AVENUE NE,EDMUNDS STREET NW,,-,False,,Yes,4/6/2016 12:00:00 AM,38.924753,-77.067895,06:30-09:30,15:30-18:30,5713,5654,2886,1520,1366,2837,5766,5711,1530,2887,2901,1362,0,0,0,0,0,0,14,128,6,15,3,71
193_149,193,149,4/6/2016 12:00:00 AM,-,,MASSACHUSETTS AVENUE NW,35TH STREET NW,,-,False,,Yes,4/6/2016 12:00:00 AM,38.925324,-77.068683,06:30-09:30,15:30-18:30,46,65,19,30,19,24,0,0,0,0,0,0,5644,5739,1521,2923,2816,1365,5732,5618,2929,1516,1357,2803
193_151,193,151,4/6/2016 12:00:00 AM,-,,MASSACHUSETTS AVENUE NW,36TH STREET NW,,-,False,,Yes,4/6/2016 12:00:00 AM,38.926914,-77.070861,06:30-09:30,15:30-18:30,0,554,0,218,0,205,38,141,21,69,8,42,5796,5609,1615,2735,2796,1413,6131,5661,2933,1547,1605,2749
193_152,193,152,4/15/2016 12:00:00 AM,-,,SAVANNAH STREET SE,RIDGECREST COURT SE,,-,False,,Yes,4/15/2016 12:00:00 AM,38.846652,-76.975847,06:30-09:30,15:30-18:30,286,283,115,83,135,150,0,0,0,0,0,0,661,470,320,161,247,242,562,756,190,381,292,282
193_153,193,153,3/30/2016 12:00:00 AM,-,,FORDMAN ROAD NW,RODMAN STREET NW,,-,False,,Yes,3/30/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,101,73,49,45,39,18,78,102,50,43,18,44,26,30,8,19,12,7,0,0,0,0,0,0
193_154,193,154,5/13/2016 12:00:00 AM,-,,18TH STREET NW,SWANN STREET NW,,-,False,,Yes,5/13/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,1786,1447,836,388,652,789,1454,1704,380,812,796,611,215,0,77,0,90,0,0,304,0,93,0,138
193_155,193,155,5/12/2016 12:00:00 AM,-,,CATHEDRAL AVENUE NW,WOODLEY ROAD NW,,-,False,,Yes,5/12/2016 12:00:00 AM,38.925237,-77.050166,06:30-09:30,15:30-18:30,1935,2338,1469,53,117,1427,2623,2276,20,1636,1556,177,0,1,0,1,0,0,550,493,221,20,136,205
193_156,193,156,5/12/2016 12:00:00 AM,-,,SHOREHAM DRIVE NW,CATHEDRAL AVENUE NW,,-,False,,Yes,5/12/2016 12:00:00 AM,38.921932,-77.051271,06:30-09:30,15:30-18:30,3771,3408,1638,365,456,1714,5837,5796,574,3004,3210,623,2095,2499,1380,223,186,1515,0,0,0,0,0,0
193_157,193,157,5/12/2016 12:00:00 AM,-,,PENNSYLVANIA AVENUE NW,ROCK CREEK AND POTOMAC PKWY NW,,-,False,,Yes,5/12/2016 12:00:00 AM,38.904793,-77.056679,06:30-09:30,15:30-18:30,0,0,0,0,0,0,1100,1,649,1,3,0,3816,8153,781,2685,1354,2024,7054,3816,2037,781,2021,1354
193_158,193,158,5/12/2016 12:00:00 AM,-,,PINEY BRANCH PKWY NW,BEACH DRIVE NW,,-,False,,Yes,5/12/2016 12:00:00 AM,38.935086,-77.04757,06:30-09:30,15:30-18:30,3200,3578,1510,161,532,1917,7061,6278,355,3061,3680,942,3718,4123,1683,326,677,2030,0,0,0,0,0,0
193_159,193,159,5/12/2016 12:00:00 AM,-,,P STREET NW,ROCK CREEK AND POTOMAC PKWY NW,,-,False,,Yes,5/12/2016 12:00:00 AM,38.909644,-77.052441,06:30-09:30,15:30-18:30,0,0,0,0,0,0,1758,1942,812,905,247,29,3199,4088,1020,1301,781,1253,3299,2226,921,547,1134,880
193_160,193,160,5/12/2016 12:00:00 AM,-,,SHOREHAM DRIVE NW,BEACH DRIVE NW,,-,False,,Yes,5/12/2016 12:00:00 AM,38.921448,-77.051175,06:30-09:30,15:30-18:30,5666,6706,3349,0,49,4533,12880,11018,0,6752,7519,79,6087,6911,3403,0,584,3540,2,0,0,0,0,0
193_161,193,161,5/12/2016 12:00:00 AM,-,,24TH STREET NW,CALVERT STREET NW,SHOREHAM DRIVE NW,-,False,,Yes,5/12/2016 12:00:00 AM,38.923476,-77.052612,06:30-09:30,15:30-18:30,1803,1212,695,89,322,556,3018,3441,10,1653,1713,81,4472,5609,1639,1236,1052,2512,4835,3866,1632,998,1457,1395
193_162,193,162,5/12/2016 12:00:00 AM,-,,PORTER STREET NW,BEACH DRIVE NW,,-,False,,Yes,5/12/2016 12:00:00 AM,38.933884,-77.048492,06:30-09:30,15:30-18:30,6329,7093,3004,354,1009,3934,5838,5661,19,3055,3197,583,0,0,0,0,0,0,1977,1390,737,351,790,479
193_163,193,163,5/18/2016 12:00:00 AM,-,,I STREET NW,19TH STREET NW,,-,True,,Yes,5/18/2016 12:00:00 AM,38.901337,-77.04345,06:30-09:30,15:30-18:30,5821,0,1295,0,2427,0,0,7881,0,1792,0,3244,6464,0,1642,0,2162,0,0,4404,0,1145,0,1345
193_164,193,164,5/18/2016 12:00:00 AM,-,,I STREET NW,20TH STREET NW,,-,True,,Yes,5/18/2016 12:00:00 AM,38.901312,-77.04492,06:30-09:30,15:30-18:30,0,7037,0,2817,0,1592,5904,0,2407,0,1319,0,4401,0,1154,0,1384,0,0,3268,0,744,0,1111
193_165,193,165,5/18/2016 12:00:00 AM,-,,I STREET NW,15TH STREET NW,VERMONT AVENUE NW,-,True,,Yes,5/18/2016 12:00:00 AM,38.901337,-77.034577,06:30-09:30,15:30-18:30,1535,3344,268,1035,588,1114,1426,1756,456,353,529,600,11170,0,3404,0,3162,0,0,9031,0,2740,0,2565
193_166,193,166,5/18/2016 12:00:00 AM,-,,17TH STREET NW,I STREET NW,CONNECTICUT AVENUE NW,-,True,,Yes,5/18/2016 12:00:00 AM,38.901354,-77.038515,06:30-09:30,15:30-18:30,2459,965,740,5,763,480,756,1522,1,450,429,386,8425,0,2401,0,2821,0,0,9153,0,2687,0,3147
193_167,193,167,5/19/2016 12:00:00 AM,-,,NEW YORK AVENUE NW,15TH STREET NW,,-,True,,Yes,5/19/2016 12:00:00 AM,38.898824,-77.033622,06:30-09:30,15:30-18:30,2470,5992,491,1820,773,1360,6088,3501,1930,666,1348,1262,2115,1180,407,342,821,320,0,0,0,0,0,0
193_168,193,168,5/19/2016 12:00:00 AM,-,,13TH STREET NW,I STREET NW,,-,True,,Yes,5/19/2016 12:00:00 AM,38.901287,-77.029588,06:30-09:30,15:30-18:30,6686,5106,2105,1064,2034,1960,5869,6077,1223,1818,2124,1934,5908,0,1655,0,1817,0,0,7280,0,2101,0,2081
