INTID,COUNTY,CITY1,ROAD1,ROAD2,ROAD3,ROAD4,LATEST_DATE,LATITUDE,LONGITUDE
161,FRANKLIN,COLUMBUS,GRANT AVE,MAIN ST,,,10/28/2011,39.9572480038247,-82.9898994673011
179,FRANKLIN,COLUMBUS,GOODALE ST,CONVENTION CENTER DR,,,2/3/2014,39.9742492263961,-82.9998540512194
195,FRANKLIN,COLUMBUS,HIGH ST,GOODALE ST,,,2/11/2014,39.9738328767133,-83.0028676126947
215,FRANKLIN,COLUMBUS,VELMA AVE,SEVENTEENTH ST,,,9/27/2007,40.0009128610519,-82.9892352568422
222,FRANKLIN,COLUMBUS,ELEVENTH AVE,CLARA AVE,,,9/26/2007,39.9939084179445,-82.9867681965797
224,FRANKLIN,COLUMBUS,I-71 SB ON RAMPS,ELEVENTH AVE,,,8/23/2011,39.9938536827678,-82.9858085916876
226,FRANKLIN,COLUMBUS,RAMPS E OF I 71,SEVENTEENTH AVE,,,9/6/2006,40.000683917231,-82.9839351802413
227,FRANKLIN,COLUMBUS,RAMPS W OF IR 71,SEVENTEENTH AVE,,,9/6/2006,40.0007379554468,-82.9850614994769
228,FRANKLIN,COLUMBUS,CLEVELAND AVE,ELEVENTH AVE,,,11/20/2003,39.9936953084061,-82.9816723944128
229,FRANKLIN,COLUMBUS,CLEVELAND AVE,WINDSOR AVE,,,1/6/2004,39.9973117629453,-82.9778721934119
232,FRANKLIN,COLUMBUS,HIGH ST,SECOND AVE,,,11/1/2011,39.9827762690789,-83.0046567320824
237,FRANKLIN,COLUMBUS,SUMMIT ST,FIFTH AVE,,,9/8/2011,39.9869220908316,-83.0020903068171
238,FRANKLIN,COLUMBUS,FOURTH ST,FIFTH AVE,,,9/1/2011,39.9868312100902,-82.9995062546557
242,FRANKLIN,COLUMBUS,RAMPS E OF IR 71,5TH AVE,,,8/22/2011,39.9862618154761,-82.9846608638763
243,FRANKLIN,COLUMBUS,RAMPS W OF IR 71,FIFTH AVE,,,8/17/2011,39.9863241258826,-82.986009640711
251,FRANKLIN,COLUMBUS,SUMMIT ST,FIRST AVE,,,8/31/2010,39.9807231000032,-83.0008780894634
252,FRANKLIN,COLUMBUS,FOURTH ST,FIRST AVE,,,9/1/2010,39.9806005743857,-82.9983526832484
255,FRANKLIN,COLUMBUS,NEIL AVE,GOODALE ST,,,9/27/2011,39.9738597286339,-83.0103937555138
267,FRANKLIN,COLUMBUS,CLEVELAND AVE,SEVENTEENTH AVE,,,1/7/2004,40.0002872203317,-82.9757444283169
274,FRANKLIN,COLUMBUS,HIGH ST,TENTH AVE,,,5/5/2006,39.9941077544193,-83.0068856477737
275,FRANKLIN,COLUMBUS,HIGH ST,SEVENTEENTH AVE,,,5/24/2005,40.0017176587121,-83.0083843311438
282,FRANKLIN,COLUMBUS,SUMMIT ST,FIFTEENTH AVE,,,9/1/2010,39.999664806268,-83.0011171386162
285,FRANKLIN,COLUMBUS,FOURTH ST,CHITTENDEN AVE,,,9/2/2010,39.995344856681,-82.9990692255801
289,FRANKLIN,COLUMBUS,HIGH ST,FIFTH AVE,,,9/29/2011,39.987080854277,-83.0055264405799
290,FRANKLIN,COLUMBUS,NEIL AVE,FIFTH AVE,,,10/25/2011,39.9873598199922,-83.013121356197
293,FRANKLIN,COLUMBUS,FOURTH ST,ELEVENTH AVE,,,9/26/2007,39.9944079664321,-82.9991033739073
294,FRANKLIN,COLUMBUS,FOURTH ST,SEVENTEENTH AV,,,9/2/2010,40.0013092027571,-82.9986127849097
296,FRANKLIN,COLUMBUS,SUMMIT ST,ELEVENTH AVE,,,9/26/2007,39.9945064184861,-83.0014907516024
297,FRANKLIN,COLUMBUS,FOURTH ST,SEVENTH AVE,,,9/2/2010,39.9898766976184,-82.9993942356229
304,FRANKLIN,COLUMBUS,SUMMIT ST,SEVENTEENTH AVE,,,9/1/2010,40.0013885768109,-83.0010470256703
305,FRANKLIN,COLUMBUS,NEIL AVE,THIRD AVE,,,10/26/2011,39.9836917893808,-83.0123889991779
322,FRANKLIN,COLUMBUS,SEVENTEENTH AVE,CLARA AVE,,,9/27/2007,40.0008104068696,-82.9864311218262
351,FRANKLIN,COLUMBUS,SUMMIT ST,CHITTENDEN AVE,,,8/31/2010,39.9954419567054,-83.0014199144755
359,FRANKLIN,COLUMBUS,FOURTH ST,SECOND AVE,,,8/31/2011,39.982388804534,-82.9987073709619
365,FRANKLIN,COLUMBUS,SUMMIT ST,TWELFTH AVE,,,8/31/2010,39.9964555258149,-83.0013475408293
417,FRANKLIN,COLUMBUS,SUMMIT ST,SECOND AVE,,,8/18/2011,39.9824983566978,-83.0011814336932
419,FRANKLIN,COLUMBUS,HAMILTON AVE,SEVENTEENTH AVE,,,11/19/2003,40.0005096020653,-82.9799835530725
429,FRANKLIN,COLUMBUS,HIGH ST,FRAMBES AVE,,,5/25/2005,40.0049523146555,-83.0090301307374
438,FRANKLIN,COLUMBUS,INDIANOLA AVE,NORTH BROADWAY,,,8/15/2013,40.0312836617954,-83.0010685275854
439,FRANKLIN,COLUMBUS,INDIANOLA AVE,OAKLAND PARK AVE,,,11/20/2013,40.0329366939586,-83.0009536947379
442,FRANKLIN,COLUMBUS,MAIZE RD,OAKLAND PARK AVE,,,9/25/2003,40.0325513654595,-82.9896171106726
446,FRANKLIN,COLUMBUS,CLEVELAND AVE,OAKLAND PARK AVE,,,6/22/2011,40.0312767877361,-82.964028340875
448,FRANKLIN,COLUMBUS,CLEVELAND AVE,WESTERVILLE PK,,,9/25/2003,40.0210253360132,-82.9648554325104
464,FRANKLIN,COLUMBUS,FOURTH ST,HUDSON ST,,,9/25/2007,40.0149894334951,-82.9976920457044
466,FRANKLIN,COLUMBUS,RAMP FROM I 71,HUDSON ST,,,9/18/2012,40.0148202282228,-82.9935200329566
467,FRANKLIN,COLUMBUS,RAMP FROM I 71 & SILVER,HUDSON ST,,,9/19/2012,40.0148936040009,-82.9950305140885
471,FRANKLIN,COLUMBUS,CLEVELAND AVE,HUDSON ST,,,1/15/2004,40.0136665090491,-82.9673466653297
472,FRANKLIN,COLUMBUS,CLEVELAND AVE,GENESSEE AVE,,,1/13/2004,40.0189932223869,-82.9649840033951
489,FRANKLIN,COLUMBUS,CLEVELAND AVE,MYRTLE AVE,,,9/25/2003,40.0170971168406,-82.9652528062896
490,FRANKLIN,COLUMBUS,PARKWOOD AVE,GENESSEE AVE,,,7/18/2012,40.0185572369578,-82.9561021151195
513,FRANKLIN,COLUMBUS,SUMMIT ST,HUDSON ST,,,9/25/2007,40.0150891862383,-83.0000849055407
526,FRANKLIN,COLUMBUS,MAIZE RD,NORTH BROADWAY,,,1/12/2004,40.0306709015301,-82.9897413131925
533,FRANKLIN,COLUMBUS,CLEVELAND AVE,TWENTIETH AVE,,,1/8/2004,40.0031201207695,-82.9739049427796
536,FRANKLIN,COLUMBUS,CLEVELAND AVE,DUXBERRY AVE,,,1/14/2004,40.0088667337092,-82.9703398448182
537,FRANKLIN,COLUMBUS,CLEVELAND AVE,TWENTY FOURTH AVE,,,1/14/2004,40.0062785968459,-82.9719281359546
562,FRANKLIN,COLUMBUS,CLEVELAND AVE,WEBER RD,,,1/15/2004,40.0227289748566,-82.964748906275
568,FRANKLIN,COLUMBUS,HIAWATHA ST,HUDSON ST,,,10/3/2007,40.0145174236546,-82.9868695153431
608,FRANKLIN,COLUMBUS,HIGH ST,BRIGHTON RD,CLINTON HEIGHTS AVE,,5/5/2015,40.030433491825,-83.0155456495892
691,FRANKLIN,WORTHINGTON,HIGH ST,DUBLIN-GRANVILLE RD,,,3/10/2015,40.088881,-83.018076
698,FRANKLIN,COLUMBUS,AMBLESIDE DR-SATINWOOD DR,DUBLIN-GRANVILLE RD,,,5/14/2014,40.0873849207678,-82.9810977235895
699,FRANKLIN,COLUMBUS,KARL RD,DUBLIN-GRANVILLE RD,,,5/14/2014,40.0871263345016,-82.9753072657393
700,FRANKLIN,COLUMBUS,TAMARACK BLVD,DUBLIN-GRANVILLE RD,SHARON WOODS BLVD,,5/14/2014,40.0869196574245,-82.9695908863641
701,FRANKLIN,COLUMBUS,MAPLE CANYON AVE,DUBLIN-GRANVILLE RD,,,5/14/2014,40.0864937833538,-82.9602820105588
702,FRANKLIN,COLUMBUS,CLEVELAND AVE,DUBLIN-GRANVILLE RD,,,5/14/2014,40.0850016510569,-82.9510744464949
711,FRANKLIN,COLUMBUS,INDIANOLA AVE,MORSE RD,,,11/20/2013,40.0617144565976,-83.0010342060816
725,FRANKLIN,COLUMBUS, CLEVELAND AVE,MORSE RD,,,2/5/2015,40.0594994060611,-82.9530056130286
729,FRANKLIN,COLUMBUS,WESTERVILLE RD,MORSE RD,,,2/19/2013,40.0588207300879,-82.9374142253335
730,FRANKLIN,COLUMBUS,WESTERVILLE PIKE,PARKLANE AVE,,,5/11/2005,40.0632961723213,-82.934139073024
733,FRANKLIN,COLUMBUS,WESTERVILLE PIKE,INNIS RD,,,4/28/2010,40.0371610260632,-82.9528631734445
735,FRANKLIN,COLUMBUS,CLEVELAND AVE,INNIS RD,,,8/30/2010,40.037419234877,-82.9624090994101
736,FRANKLIN,COLUMBUS,CLEVELAND AVE,LAMONT AVE,,,8/13/2008,40.0427973883833,-82.96009790279
745,FRANKLIN,COLUMBUS,INDIANOLA AVE,COOKE RD,OVERBROOK DR,,11/21/2013,40.0467237532023,-82.9999154187785
754,FRANKLIN,COLUMBUS,PERDUE AVE,AGLER RD,,,6/16/2010,40.026945601479,-82.9518622262115
764,FRANKLIN,COLUMBUS,KARL RD,COOKE RD,,,5/7/2014,40.0463544658454,-82.9771099858733
785,FRANKLIN,-,CLEVELAND AVE,COOKE RD,PEGG RD,,8/18/2010,40.0449081001326,-82.958049510924
788,FRANKLIN,COLUMBUS,WALFORD ST,ELMORE AVE,,,8/15/2011,40.041786180944,-82.9633524401571
797,FRANKLIN,COLUMBUS,CLEVELAND AVE,ELMORE AVE,,,6/10/2013,40.0417517665982,-82.960652641414
798,FRANKLIN,COLUMBUS,CLEVELAND AVE,HUY RD,,,6/19/2013,40.0350892104243,-82.9635048457875
804,FRANKLIN,COLUMBUS,WALFORD ST,FERRIS RD,,,4/23/2014,40.0501381873887,-82.9626822658475
812,FRANKLIN,COLUMBUS,INDIANOLA AVE,COOKE RD,,,11/21/2013,40.0485934928634,-82.9998145535667
818,FRANKLIN,COLUMBUS,WESTERVILLE RD,WESTERVILLE WOODS DR,,,5/11/2005,40.0669581774099,-82.9315121888966
819,FRANKLIN,COLUMBUS,WESTERVILLE PIKE,VALLEY PARK AVE,,,5/11/2005,40.0655757914851,-82.9324612800392
822,FRANKLIN,COLUMBUS,WALFORD ST,COOKE RD,,,5/10/2013,40.0450424762903,-82.9631639596917
845,FRANKLIN,COLUMBUS,CLEVELAND AVE,PIEDMONT RD,DUNBAR RD,,8/8/2008,40.0328675377972,-82.9638575642733
846,FRANKLIN,COLUMBUS,CLEVELAND AVE,DUNEDIN RD,,,8/12/2008,40.0320216198065,-82.963958593998
852,FRANKLIN,COLUMBUS,BEECHCROFT RD,DUBLIN GRANVILLE RD,,,5/14/2014,40.0866889727227,-82.9645891441285
854,FRANKLIN,COLUMBUS,PARKVILLE ST,DUBLIN-GRANVILLE RD,SPRING RUN DR,,5/14/2014,40.086109,-82.956591
867,FRANKLIN,COLUMBUS,CLEVELAND AVE,EDMONTON RD,BRETTON WOODS DR,,5/10/2005,40.0687618727179,-82.9522613389702
868,FRANKLIN,COLUMBUS,WESTERVILLE RD,WALLINGFORD DR,,,6/25/2008,40.0622310314852,-82.9349455662439
873,FRANKLIN,COLUMBUS,INDIANOLA AVE,ARDEN RD,,,11/20/2013,40.0376356895443,-83.000621880955
874,FRANKLIN,COLUMBUS,CLEVELAND AVE,AUDREY RD,,,8/5/2008,40.0337883976053,-82.9637936654557
963,FRANKLIN,COLUMBUS,CLEVELAND AVE,ORMOND AVE,,,6/16/2014,40.0467746260412,-82.9563685557111
964,FRANKLIN,COLUMBUS,CLEVELAND AVE,MELROSE AVE,,,8/18/2008,40.0438446843347,-82.9590298059496
982,FRANKLIN,COLUMBUS,WESTERVILLE,CORPORATE DR,,,7/22/2008,40.0785659954435,-82.9285844363574
992,FRANKLIN,COLUMBUS,KARL RD,S SERVICE RD,,,5/14/2014,40.086382,-82.975348
993,FRANKLIN,COLUMBUS,TAMARACK BLVD,S SERVICE RD,,,5/14/2014,40.086574208305,-82.969605261054
994,FRANKLIN,COLUMBUS,MAPLE CANYON AVE,S SERVICE RD,,,5/14/2014,40.0861729607157,-82.9603132645569
1017,FRANKLIN,COLUMBUS,CLEVELAND AVE,FERRIS RD,,,6/16/2011,40.0497925202612,-82.953804731369
1022,FRANKLIN,COLUMBUS,US 23,FLINT RD,,,6/3/2013,40.1223911583391,-83.0160978104569
1028,FRANKLIN,WESTERVILLE,STATE ST,SCHROCK RD,,,2/12/2004,40.109686400817,-82.9255650114149
1049,FRANKLIN,COLUMBUS,SR 3,COOPER RD,WESTERVILLE CROSSING DR,,6/23/2008,40.0881650964908,-82.9266977157621
1052,FRANKLIN,WESTERVILLE,SUNBURY RD,DEMPSEY RD,,,6/26/2008,40.0940004616922,-82.8920337993565
1053,FRANKLIN,WESTERVILLE,SUNBURY RD,NORTH ST,CENTRAL COLLEGE RD,,8/6/2013,40.1021946822178,-82.8885206491332
1055,DELAWARE / FRANKLIN,WESTERVILLE,SUNBURY RD,SMOTHERS RD,COUNTY LINE RD,,5/10/2012,40.1311567915721,-82.8850195932617
1059,FRANKLIN,COLUMBUS,WESTERVILLE RD,OLD DUBLIN GRANVILLE RD,,,7/22/2008,40.0807377138258,-82.9285064688348
1063,FRANKLIN,COLUMBUS,SUNBURY RD,VALLEY QUAIL BLVD,,,9/17/2008,40.0899308270394,-82.8940068821804
1073,FRANKLIN,-,HEMPSTEAD RD,DEMPSEY RD,,,6/5/2013,40.0947500968419,-82.9056694421119
1077,DELAWARE / FRANKLIN,COLUMBUS,FLINT RD,LAZELLE RD,,,9/23/2008,40.1363075634425,-83.0056687715022
1078,FRANKLIN,COLUMBUS,PARK RD,FLINT RD,,,9/3/2013,40.127602753667,-83.0113544486094
1079,FRANKLIN,-,WESTERVILLE RD,DEMPSEY RD,,,7/24/2008,40.0957072454844,-82.9253960703658
1083,FRANKLIN,-,SR 3,PARIS CT,PARIS BLVD,,6/26/2008,40.0919657309931,-82.9255016785818
1087,FRANKLIN,-,CAIRO RD,DEMPSEY RD,,,7/12/2012,40.0954522760406,-82.9191607289888
1096,FRANKLIN,COLUMBUS, WORTHINGTON-GALENA RD,LAZELLE RD,,,9/18/2008,40.1339652093099,-82.972122585906
1097,FRANKLIN,WORTHINGTON,HIGH ST,WILSON BRIDGE RD,,,7/29/2003,40.1069868625687,-83.0169546604156
1100,FRANKLIN,COLUMBUS,STRAWBERRY FARMS BLVD,DUBLIN-GRANVILLE RD,BUENOS AIRES BLVD,,10/9/2013,40.0819515289154,-82.9163511442419
1103,FRANKLIN,WORTHINGTON,WILSON BRIDGE RD,RIEBER ST,,,10/28/2014,40.11017,-83.025996
1110,FRANKLIN,WESTERVILLE,STATE ST,COLLEGE AVE,,,10/8/2004,40.125922760349,-82.9315902055759
1112,FRANKLIN,WESTERVILLE,OTTERBEIN AVE,SCHROCK RD,,,2/11/2004,40.1095388413652,-82.9221868515015
1113,FRANKLIN,WORTHINGTON,HIGH ST,WORTHINGTON-GALENA RD,WESLEY BLVD,,3/11/2015,40.096012,-83.017579
1122,FRANKLIN,WESTERVILLE,SUNBURY RD,COLLEGE AVE,,,2/10/2004,40.1255918748138,-82.8874673751068
1124,FRANKLIN,COLUMBUS,SUNBURY RD,VALLEY QUAIL BLVD,,,4/21/2014,40.085579834322,-82.8953605836182
1140,DELAWARE / FRANKLIN,COLUMBUS,SANCUS BLVD,LAZELLE RD,,,9/24/2008,40.1357167094507,-82.9918032544253
1149,FRANKLIN,WESTERVILLE,ALLVIEW RD,SCHROCK RD,POINTVIEW DR,,2/17/2004,40.1099966665498,-82.9132280669539
1154,DELAWARE,COLUMBUS,SOUTH OLD STATE RD,LAZELLE RD,,,12/2/2014,40.136311918193,-83.0044002795436
1161,FRANKLIN,WESTERVILLE,PARK MEADOW RD,SCHROCK RD,,,4/5/2005,40.1101722318215,-82.9360473237411
1166,FRANKLIN,WESTERVILLE,HILLSDOWNE RD,SCHROCK RD,,,2/24/2004,40.109578008812,-82.9233678273853
1168,FRANKLIN,WESTERVILLE,SPRING RD,SCHROCK RD,,,2/18/2004,40.1072287992963,-82.9046590988607
1174,DELAWARE / FRANKLIN,WESTERVILLE,BURNS DR,COUNTY LINE RD,,,1/20/2005,40.1323265383364,-82.9095717633013
1188,FRANKLIN,COLUMBUS,N SERVICE RD,MAPLE CANYON AVE,,,5/14/2014,40.0868377382628,-82.9602580168429
1214,FRANKLIN,WESTERVILLE,HEMPSTEAD RD,SCHROCK RD,,,2/19/2004,40.1048016893427,-82.9002174175116
1218,DELAWARE,LEWIS CENTER,US 23,LEWIS CENTER RD,COAL BEND,,3/17/2015,40.200435952821,-83.0290604536857
1220,DELAWARE,-,US 23,HOME RD,,,4/27/2010,40.1957538868536,-83.0276953154007
1222,DELAWARE,DELAWARE,US 23,CHESHIRE RD,,,10/16/2013,40.2416560594865,-83.0509810052572
1225,DELAWARE,LEWIS CENTER,OLD STATE RD,LEWIS CENTER RD,,,3/17/2015,40.1984610226537,-82.9900167011849
1227,DELAWARE,-,AFRICA RD,BIG WALNUT RD,LEWIS CENTER RD,,5/18/2010,40.1821893075419,-82.9567297012017
1228,DELAWARE,-,SOUTH OLD STATE RD,EAST POWELL RD,,,3/14/2009,40.1571739112959,-82.9948672637344
1229,DELAWARE,-,PERRY RD,HOME RD,,,3/5/2014,40.1942785912847,-83.0496493146264
1232,DELAWARE,LEWIS CENTER,US 23,HYATTS RD,,,3/17/2015,40.213588,-83.032817
1235,DELAWARE,-,WORTHINGTON RD,AFRICA RD,,,4/6/2010,40.1562595274636,-82.947765468697
1240,DELAWARE,,US 23,ORANGE RD,,,4/16/2014,40.1748848990301,-83.0217491288271
1243,DELAWARE,,WORTHINGTON RD,LEWIS CENTER RD,,,10/23/2012,40.197799575483,-82.9131703711086
1244,DELAWARE,-,WORTHINGTON RD,POWELL RD,,,5/16/2013,40.149065,-82.95495
1245,DELAWARE,-,STATE ST,POLARIS PKWY,MAXTOWN RD,,10/3/2013,40.1469060540784,-82.923841748529
1246,DELAWARE,GALENA,SR 3,PLUMB RD,,,1/23/2013,40.20817,-82.904485
1249,DELAWARE,,ROME CORNERS RD,LEWIS CENTER RD,,,10/23/2012,40.1980776626025,-82.9147798575718
1250,DELAWARE,,SR 3,LEWIS CENTER RD,,,10/23/2012,40.1965252021825,-82.9077400607404
1257,DELAWARE,COLUMBUS,RAMPS EAST OF IR 71,POLARIS PARKWAY,,,11/13/2013,40.1422218750579,-82.9693857813074
1261,DELAWARE,,ROME CORNERS RD,PLUMB RD,,,10/23/2012,40.2084986370525,-82.9137709833437
1263,DELAWARE,COLUMBUS,SANCUS BLVD,POLARIS PARKWAY,,,11/14/2013,40.1430814547352,-82.9890873519838
1264,DELAWARE,COLUMBUS,S OLD STATE RD,POLARIS PKWY,,,1/7/2013,40.1505314421853,-82.9974995655904
1266,DELAWARE,,BALE-KENYON RD,POWELL RD,,,3/18/2009,40.1517406577556,-82.9568717290006
1272,DELAWARE,,NORTH RD,SHANAHAN RD,,,3/17/2015,40.2129421752951,-83.013331379826
1274,DELAWARE,COLUMBUS,GEMINI PKWY,POLARIS PKWY,,,11/14/2013,40.1465165908814,-82.9921839510563
1275,DELAWARE,COLUMBUS,ANTARES AVE,POLARIS PKWY,,,11/12/2013,40.1487273089755,-82.9934150861252
1278,DELAWARE,COLUMBUS,ORION PL,PULSAR PL,,,11/14/2013,40.1408333231137,-82.9653518437139
1280,DELAWARE,COLUMBUS,ORION PL,POLARIS PKWY,,,11/20/2013,40.1427746330875,-82.9660649654229
1281,DELAWARE,COLUMBUS,LYRA DR,POLARIS PKWY,,,11/6/2013,40.1415011560001,-82.9767623474537
1282,DELAWARE,-,MCCORKLE RD,COUNTY LINE RD,,,10/23/2012,40.1346771990794,-82.9226980463662
1284,DELAWARE,COLUMBUS,S OLD STATE RD,CHASE BANK ENTRANCE,,,12/2/2014,40.1439652824796,-83.0000766917626
1297,DELAWARE,WESTERVILLE,CLEVELAND AVE,COUNTY LINE RD,,,10/3/2013,40.1370522730058,-82.9472742576425
1298,DELAWARE,SUNBURY,COLUMBUS ST,US 36-3-71,,,4/20/2011,40.2493997143766,-82.8584906803031
1302,DELAWARE,-,RAMPS EAST OF  IR 71,US 36-37,,,4/17/2014,40.2664503366501,-82.9261846752692
1303,DELAWARE,-,RAMPS W OF IR 71,US 36-37,,,4/17/2014,40.2665845429931,-82.9285183077841
1304,DELAWARE,SUNBURY, US 36,CHESHIRE RD,,,5/20/2015,40.250472,-82.871836
1309,DELAWARE,,ROME CORNERS RD,DUSTIN RD,,,10/23/2012,40.2167774100278,-82.9129605574503
1310,DELAWARE,LEWIS CENTER,OLD STATE RD,HOLLENBACK RD,,,3/17/2015,40.216454,-82.98462
1313,DELAWARE,,AFRICA RD,US 36-37,,,4/21/2011,40.2673262094393,-82.9445936716688
1314,DELAWARE,SUNBURY,SOUTH GALENA RD,US 36,,,4/23/2014,40.265469,-82.908972
1325,DELAWARE,SUNBURY,US 36,N 3 B'S AND K RD,,,4/21/2011,40.267013,-82.938918
1335,DELAWARE,,CARTER'S CORNER RD,US 36,,,4/22/2015,40.2608432602254,-82.8888172581848
1456,FRANKLIN,COLUMBUS,SUNBURY RD,AGLER RD,CASSADY AVE,,5/16/2013,40.0268832593636,-82.9334950447083
1467,FRANKLIN,COLUMBUS,SUNBURY RD,SUNBURY DR,AGLER RD,,5/6/2014,40.0213149576468,-82.933985888958
1477,,,SUNBURY RD,BETHESDA AVE,,,8/26/2008,40.0027986389237,-82.937213906716
1478,FRANKLIN,COLUMBUS,STELZER RD,AGLER RD,,,9/13/2007,40.0202520214553,-82.9115334117724
1497,FRANKLIN,COLUMBUS,SUNBURY RD,WOODWARD AVE,,,9/10/2008,39.9918593893518,-82.9424820269651
1504,FRANKLIN,COLUMBUS,JOHNSTOWN RD,SEVENTEENTH AVE,I-670 EB OFF RAMP,,6/18/2010,39.9979676318744,-82.9264112720285
1506,FRANKLIN,COLUMBUS,CASSADY AVE,AIRPORT DR,,,6/26/2013,39.9996185254854,-82.9300817974149
1508,FRANKLIN,COLUMBUS,SUNBURY RD,LEONARD AVE,AIRPORT DR,,9/11/2008,39.9894817093409,-82.9433610842645
1509,FRANKLIN,COLUMBUS,STELZER RD,JOHNSTOWN RD,,,8/2/2013,40.0058494632223,-82.9126306279978
1531,FRANKLIN,COLUMBUS,HOLT AVE,SUNBURY RD,,,9/3/2008,39.9995927490873,-82.9393087455858
1539,FRANKLIN,COLUMBUS,STELZER RD,OLE COUNTRY LN,,,6/27/2007,40.0083244386608,-82.9122725882732
1541,FRANKLIN,COLUMBUS,STELZER RD,CITYGATE DR,,,11/16/2007,40.0132328831234,-82.9119425484804
1556,FRANKLIN,COLUMBUS,STELZER RD,MCCUTCHEON RD,,,3/5/2013,40.033350057375,-82.9104101523311
1558,FRANKLIN,COLUMBUS, I-270 NB ON/OFF RAMP,MORSE RD,,,2/21/2013,40.0571620894559,-82.9012799872108
1559,FRANKLIN,COLUMBUS,APPIAN WAY,MORSE RD,LIMITED PKWY,,2/20/2013,40.0569093507763,-82.8976979041408
1562,FRANKLIN,COLUMBUS,SUNBURY RD,MORSE RD,,,2/19/2013,40.0580632280027,-82.9227128749588
1563,FRANKLIN,COLUMBUS,STYGLER RD,MORSE RD,,,2/19/2013,40.056545209061,-82.8903128205106
1565,FRANKLIN,GAHANNA,HAMILTON RD,CLARK STATE RD,,,6/3/2010,40.0232954274986,-82.8661348410058
1571,FRANKLIN,COLUMBUS,STELZER RD,MORSE RD,,,2/19/2013,40.0574431045583,-82.910531734152
1572,FRANKLIN,GAHANNA,TAYLOR STATION RD,TAYLOR RD,,,2/19/2010,40.0020558007424,-82.8346509969699
1578,FRANKLIN,-,TAYLOR STATION RD,HAVENS CORNERS RD,,,8/18/2009,40.0166175399989,-82.8335302436269
1604,FRANKLIN,GAHANNA,HAMILTON RD,WORMAN DR,,,9/7/2011,40.0251579765503,-82.8660428524017
1646,FRANKLIN,COLUMBUS,MORSE CROSSING,MORSE RD,,,2/20/2013,40.0578602370402,-82.9182681657497
1647,FRANKLIN,COLUMBUS,STELZER RD,EASTON WAY,,,2/28/2013,40.0481920811008,-82.9090423972983
1656,FRANKLIN,COLUMBUS,EASTON LOOP WEST,EASTON WAY,,,2/27/2013,40.0482882852172,-82.9176162830803
1658,FRANKLIN,COLUMBUS,STELZER RD,LIFESTYLE BLVD,,,2/11/2011,40.0232766910973,-82.9111207504402
