file,name,id,date,time,ight,R,T,Right,Thru,Left,ight,hru,T,Right,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/PENNSYLVANIA%20AVENUE %20SE%20%26%2031ST%20STREET.txt,PENNSYLVANIA AVENUE SE & 31ST STREET,x,9/12/2006,15:30-15:45,,,1,10,374,2,3,6,4,1,250,,,2,2,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/PENNSYLVANIA%20AVENUE %20SE%20%26%2031ST%20STREET.txt,PENNSYLVANIA AVENUE SE & 31ST STREET,x,9/12/2006,15:45-16:00,,,,7,460,1,,9,1,,254,,,2,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/PENNSYLVANIA%20AVENUE %20SE%20%26%2031ST%20STREET.txt,PENNSYLVANIA AVENUE SE & 31ST STREET,x,9/12/2006,16:00-16:15,,,1,9,478,,,8,4,1,246,,,2,1,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/PENNSYLVANIA%20AVENUE %20SE%20%26%2031ST%20STREET.txt,PENNSYLVANIA AVENUE SE & 31ST STREET,x,9/12/2006,16:15-16:30,,1,,8,543,1,1,5,5,2,236,,,,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/PENNSYLVANIA%20AVENUE %20SE%20%26%2031ST%20STREET.txt,PENNSYLVANIA AVENUE SE & 31ST STREET,x,9/12/2006,16:30-16:45,,2,,6,549,,1,4,1,1,256,,,1,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/PENNSYLVANIA%20AVENUE %20SE%20%26%2031ST%20STREET.txt,PENNSYLVANIA AVENUE SE & 31ST STREET,x,9/12/2006,16:45-17:00,,1,,6,602,1,2,7,2,1,249,,1,8,1,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/PENNSYLVANIA%20AVENUE %20SE%20%26%2031ST%20STREET.txt,PENNSYLVANIA AVENUE SE & 31ST STREET,x,9/12/2006,17:00-17:15,,4,,8,545,,2,6,8,1,218,,,2,3,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/PENNSYLVANIA%20AVENUE %20SE%20%26%2031ST%20STREET.txt,PENNSYLVANIA AVENUE SE & 31ST STREET,x,9/12/2006,17:15-17:30,,1,,3,341,1,,7,5,,201,,,3,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/PENNSYLVANIA%20AVENUE %20SE%20%26%2031ST%20STREET.txt,PENNSYLVANIA AVENUE SE & 31ST STREET,x,9/12/2006,17:30-17:45,,2,,9,224,1,1,3,4,,197,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/PENNSYLVANIA%20AVENUE %20SE%20%26%2031ST%20STREET.txt,PENNSYLVANIA AVENUE SE & 31ST STREET,x,9/12/2006,17:45-18:00,,1,,5,219,1,2,2,5,1,210,,,,,,,,,,
file,name,id,date,time,TO,Thru,Left,Right,Thru,Left,ight,Thru,Left,Right,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,07:00-07:15,10,5,,10,502,47,17,49,97,43,469,3,6,,2,17,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,07:15-07:30,3,6,2,6,409,52,12,44,86,56,455,2,5,,4,7,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,07:30-07:45,6,5,1,12,561,46,13,39,91,61,473,3,7,,3,8,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,07:45-08:00,3,3,,7,560,40,19,46,98,48,456,3,17,,4,13,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,08:00-08:15,14,3,6,6,592,45,24,49,79,59,376,4,15,,7,17,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,08:15-08:30,17,5,10,9,568,54,26,51,86,67,356,5,16,2,21,12,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,09:00-09:15,5,5,2,4,353,29,13,21,91,49,276,13,8,,13,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,09:15-09:30,7,1,2,7,431,44,17,13,86,51,256,9,17,3,6,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,09:30-09:45,5,3,4,3,380,31,16,10,76,44,234,7,18,2,3,7,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,09:45-10:00,6,3,2,5,343,36,12,6,66,33,218,4,10,1,,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,10:00-10:15,7,1,3,7,333,33,16,7,61,27,210,3,11,1,1,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,10:15-10:30,6,3,2,5,321,29,19,9,52,36,198,4,13,2,3,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,10:30-10:45,6,2,6,7,275,20,17,8,57,31,196,4,16,,3,7,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,10:45-11:00,6,2,5,5,266,22,22,11,51,27,187,3,11,,6,9,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,11:00-11:15,7,,3,8,200,28,17,7,46,21,204,2,9,,4,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,11:15-11:30,5,4,3,6,178,28,23,6,45,23,211,1,16,1,2,11,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,11:30-11:45,10,4,5,6,194,29,27,6,51,23,204,2,7,,,13,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,11:45-12:00,10,1,5,4,166,25,33,8,57,31,224,3,3,,7,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,12:00-12:15,6,4,2,4,194,24,29,11,61,33,239,6,8,,12,5,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,12:15-12:30,2,1,1,6,183,30,31,9,57,40,248,5,4,1,5,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,12:30-12:45,6,1,4,1,192,29,26,10,55,36,253,6,10,,4,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,12:45-13:00,5,4,5,11,225,23,27,7,59,23,263,5,13,,2,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,14:00-14:15,9,3,4,7,252,38,21,6,61,21,273,4,13,1,1,5,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,14:15-14:30,5,2,4,6,206,26,24,4,63,18,256,4,8,,,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,14:30-14:45,5,1,4,2,225,28,25,4,67,15,249,3,5,,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,14:45-15:00,9,6,3,6,202,30,21,3,73,17,263,2,14,,2,6,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,15:00-15:15,4,3,6,7,187,26,22,4,66,19,279,3,18,,2,5,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,15:15-15:30,6,2,6,8,168,21,19,3,62,22,296,2,9,,1,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,15:30-15:45,7,4,7,5,171,23,26,7,57,37,330,1,11,,1,5,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,15:45-16:00,5,3,5,7,193,31,21,3,52,35,392,4,7,,3,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,16:00-16:15,7,4,7,4,221,35,29,2,50,29,421,3,14,,2,6,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,16:15-16:30,3,1,4,4,167,31,28,4,54,31,466,3,14,,1,5,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,16:30-16:45,9,2,6,4,230,34,26,3,65,36,449,4,21,1,,9,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,16:45-17:00,9,5,5,9,218,30,37,3,73,39,476,4,11,3,,5,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,17:00-17:15,9,6,13,6,183,39,49,2,75,41,537,3,8,2,1,10,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,17:15-17:30,7,8,5,4,163,37,56,,83,38,549,2,16,5,,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,17:30-17:45,10,10,3,3,126,28,46,,79,46,551,3,14,3,,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2006/September/RHODE%20ISLAND%20AVENUE %20NE %20REED%20STREET%20%26%20METRO%20ENTRANCE.txt,RHODE ISLAND AVENUE NE REED STREET & METRO ENTRANCE,x,9/26/2006,17:45-18:00,3,4,10,5,212,43,41,,81,39,547,3,7,1,,,,,,,
file,name,id,date,time,ight,hru,T,ight,Thru,Left,Right,Thru,Left,ight,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,07:00-07:15,9,47,,,44,2,1,182,1,4,27,4,6,,,11,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,07:15-07:30,12,36,,,51,,,177,,3,32,6,5,,,9,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,07:30-07:45,10,49,,,49,4,1,176,1,3,39,7,8,,,12,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,07:45-08:00,11,51,,,54,2,,159,,2,49,9,7,,1,12,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,08:00-08:15,9,63,,,58,4,1,158,1,4,43,11,6,,1,9,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,08:15-08:30,14,54,2,,71,7,1,167,,5,48,14,9,,2,11,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,08:30-08:45,13,46,,2,64,3,,211,2,3,53,16,11,4,,6,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,08:45-09:00,12,33,,,63,4,1,197,1,4,58,12,14,6,,8,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,09:00-09:15,14,64,1,1,67,2,1,178,,3,61,9,2,3,,5,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,09:15-09:30,15,46,2,,54,3,1,151,,2,69,6,4,2,,6,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,09:30-09:45,13,39,4,2,49,6,6,116,1,1,53,3,6,,,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,09:45-10:00,11,43,6,1,44,7,3,101,,,41,2,5,,,5,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,10:00-10:15,12,45,1,1,41,8,3,94,,,46,2,4,,,7,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,10:15-10:30,15,49,2,,47,4,1,82,2,,37,3,2,,,5,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,10:30-10:45,11,52,4,,36,6,5,79,3,,43,3,3,3,1,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,10:45-11:00,14,51,1,,49,5,6,74,4,1,39,4,5,7,,6,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,11:00-11:15,17,43,4,1,52,6,6,71,3,,44,3,6,4,,6,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,11:15-11:30,21,53,2,,47,7,7,68,4,,41,2,6,3,2,11,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,11:30-11:45,19,46,3,,56,7,5,63,3,,39,1,11,,3,7,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,11:45-12:00,26,50,1,,50,6,4,56,2,1,37,3,9,1,6,9,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,12:00-12:15,17,46,2,,48,4,3,51,1,,36,2,9,,5,11,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,12:15-12:30,22,52,1,,53,9,2,46,,,34,2,10,,4,9,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,12:30-12:45,19,52,3,,42,6,12,43,1,1,41,1,14,,7,8,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,12:45-13:00,17,59,4,,51,7,11,41,1,,38,12,11,1,3,10,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,14:00-14:15,16,67,,,56,11,14,48,,,48,11,8,4,2,6,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,14:15-14:30,17,74,2,2,49,13,13,53,2,1,59,14,12,6,3,9,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,14:30-14:45,15,76,4,3,63,9,10,58,2,,63,11,14,4,5,7,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,14:45-15:00,12,84,1,,69,14,12,62,3,,67,16,11,3,4,16,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,15:00-15:15,14,82,,2,71,10,10,64,2,,69,12,6,4,3,9,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,15:15-15:30,21,89,,2,54,12,9,62,3,,74,13,19,5,2,6,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,15:30-15:45,17,97,,2,64,14,11,66,4,,71,11,17,6,5,5,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,15:45-16:00,19,110,1,1,72,13,9,71,5,3,68,16,14,7,6,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,16:00-16:15,19,117,3,3,78,16,7,68,4,4,81,21,16,8,7,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,16:15-16:30,14,124,2,2,85,19,6,65,3,5,77,14,16,5,6,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,16:30-16:45,25,149,,4,87,25,8,66,3,1,73,16,8,7,3,6,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,16:45-17:00,21,120,1,,89,10,4,54,5,6,99,18,28,13,5,6,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,17:00-17:15,19,116,,,94,11,4,79,3,4,86,14,11,11,2,6,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,17:15-17:30,27,124,,3,86,14,7,63,2,1,76,23,16,6,,9,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2007/April/NAYLOR%20ROAD %20SE%20%26%20ALABAMA%20AVENUE.txt,NAYLOR ROAD SE & ALABAMA AVENUE,x,4/25/2007,17:30-17:45,31,109,2,4,79,16,5,61,1,2,74,31,24,7,,5,,,,,
