id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,11:30-11:45,1,17,1,2,19,3,5,15,17,18,42,5,,4,,6,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,11:45-12:00,2,21,,1,17,6,3,17,13,27,34,7,3,1,1,,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,12:00-12:15,1,19,1,,16,4,2,12,11,19,41,5,2,4,,4,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,12:15-12:30,2,23,2,,17,5,4,13,16,17,36,7,4,1,2,7,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,12:30-12:45,3,18,1,1,20,2,5,16,12,29,43,6,2,3,,,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,12:45-13:00,5,17,,,21,1,5,15,19,21,46,9,,2,,11,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,14:00-14:15,4,19,2,2,25,5,9,14,18,17,51,6,3,,,9,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,14:15-14:30,5,25,3,1,27,4,15,16,23,18,59,4,2,,,8,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,14:30-14:45,3,27,4,1,30,3,8,20,17,13,51,8,,3,,4,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,14:45-15:00,8,36,7,2,38,6,7,25,10,10,61,11,2,1,,2,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,15:00-15:15,9,39,4,2,40,7,10,29,9,11,57,10,5,4,,5,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,15:15-15:30,11,41,5,3,43,7,7,32,17,12,69,9,9,7,7,11,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,15:30-15:45,10,56,6,3,46,9,10,36,16,17,74,11,15,20,29,18,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,15:45-16:00,11,61,5,3,51,12,9,31,18,17,66,18,21,8,5,22,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,16:00-16:15,7,44,6,2,47,9,15,40,14,15,82,12,7,5,4,14,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,16:15-16:30,6,34,6,1,43,7,8,25,11,17,76,22,6,2,8,11,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,16:30-16:45,5,31,7,2,40,6,15,28,13,26,97,9,2,6,5,7,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,16:45-17:00,4,29,7,2,39,5,10,32,13,27,75,14,1,2,1,6,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,17:00-17:15,3,28,5,1,36,4,9,36,12,21,81,12,,3,2,4,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,17:15-17:30,2,24,4,1,31,3,11,29,14,34,74,13,,4,3,2,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,17:30-17:45,2,27,5,1,31,2,9,27,13,27,71,10,,3,2,4,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/March/NANNIE%20HELEN%20BURROUGHS%20AVENUE %20NE%20%26%20DIVISION%20AVENUE.txt,NANNIE HELEN BURROUGHS AVENUE NE & DIVISION AVENUE,x,3/18/2008,17:45-18:00,2,22,3,,27,3,7,22,10,22,65,9,,2,3,3,,,,,,38.898348,-76.925671
file,name,id,date,time,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,D,A,C,B,,,,,,38.898348,-76.925671
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,07:00-07:15,11,119,51,29,270,,,,,,212,,69,29,54,60,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,07:15-07:30,9,133,33,31,271,,,,,,225,1,88,33,53,72,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,07:30-07:45,19,154,49,34,273,,,,,,195,,70,48,51,79,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,07:45-08:00,5,126,37,33,267,,,,,,207,,73,53,58,84,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,08:00-08:15,6,141,43,29,276,,,,,,183,,68,61,36,61,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,08:15-08:30,3,131,37,23,269,,,,,,169,1,29,67,42,57,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,08:30-08:45,8,152,46,24,261,,,,,,149,1,74,96,56,96,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,08:45-09:00,11,164,51,25,248,,,,,,131,1,103,54,49,120,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,09:00-09:15,18,144,41,19,254,,,,,,141,,59,44,31,67,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,09:15-09:30,17,120,38,15,261,,,,,,105,1,41,36,26,44,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,09:30-09:45,6,101,41,21,244,,9,,8,,82,,33,44,38,43,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,09:45-10:00,11,97,33,18,233,,10,,7,,74,,21,38,33,26,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,10:00-10:15,9,110,37,20,238,,13,,15,,93,,27,41,34,34,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,10:15-10:30,17,88,29,17,208,,5,,6,,101,,35,57,45,26,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,10:30-10:45,14,62,24,11,176,,7,,8,,96,,26,47,46,16,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,10:45-11:00,11,43,31,15,159,,9,,9,,103,1,15,67,56,23,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,11:00-11:15,9,56,19,16,136,,11,,11,,87,2,19,76,46,17,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,11:15-11:30,16,47,20,9,127,,16,,14,,110,2,38,81,54,26,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,11:30-11:45,9,40,28,11,116,,17,,10,,87,2,51,96,61,50,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,11:45-12:00,9,47,33,14,101,,15,,11,,107,,51,104,67,51,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,12:00-12:15,11,39,27,11,96,,13,,14,,116,,61,91,41,43,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,12:15-12:30,9,43,43,10,91,,11,,13,,127,,54,63,36,37,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,12:30-12:45,8,64,36,9,89,,8,,12,,119,1,37,39,27,58,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,12:45-13:00,7,39,42,9,98,,7,,9,,131,,43,21,24,39,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,14:00-14:15,14,27,51,7,109,,6,,11,,127,,58,31,31,44,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,14:15-14:30,9,43,43,7,114,,5,,12,,157,,41,38,41,61,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,14:30-14:45,7,56,36,8,127,,4,,12,,169,1,39,46,27,24,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,14:45-15:00,8,47,29,6,146,,4,,14,,178,2,37,36,19,59,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,15:00-15:15,14,51,33,4,137,,9,,19,,175,1,43,41,23,31,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,15:15-15:30,20,45,41,11,159,,13,,12,,179,1,49,49,32,48,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,15:30-15:45,16,39,32,7,176,,9,,15,,181,,51,51,36,37,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,15:45-16:00,23,53,41,7,186,,8,,17,,179,1,48,47,42,43,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,16:00-16:15,17,46,26,11,191,,11,,21,,203,2,67,53,67,56,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,16:15-16:30,26,51,37,7,186,,11,,17,,198,,73,41,51,73,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,16:30-16:45,37,64,42,6,196,,10,,14,,217,1,84,36,46,59,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,16:45-17:00,30,58,40,5,211,,7,,13,,223,,70,27,31,68,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,17:00-17:15,21,61,52,4,201,,6,,12,,231,,96,21,21,71,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,17:15-17:30,36,67,43,3,186,,4,,10,,258,,103,17,16,43,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,17:30-17:45,32,64,47,7,195,,5,,16,,244,,99,26,29,57,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2008/September/MASSACHUSETTS%20AVENUE %20NW%20%26%2017TH%20STREET.txt,MASSACHUSETTS AVENUE NW & 17TH STREET,x,9/3/2008,17:45-18:00,26,54,39,3,207,,8,,9,,264,,110,19,22,39,,,,,,38.907925,-77.038495
file,name,id,date,time,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,D,A,C,B,,,,,,38.907925,-77.038495
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,07:00-07:15,15,67,1,37,313,,10,471,,39,515,,25,2,1,24,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,07:15-07:30,12,54,1,48,324,,11,452,,42,504,,21,1,1,21,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,07:30-07:45,13,59,2,45,331,1,8,446,,33,486,,19,2,2,19,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,07:45-08:00,17,63,3,39,329,1,7,439,,37,504,,22,,1,23,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,08:00-08:15,15,69,2,42,297,2,6,424,,40,471,,27,1,,27,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,08:15-08:30,19,75,1,51,310,1,5,408,,37,467,,25,,1,29,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,08:30-08:45,11,71,3,46,287,,6,396,,39,456,1,18,1,,20,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,08:45-09:00,13,60,2,39,294,,9,376,,45,442,1,20,2,2,19,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,09:00-09:15,9,54,1,37,283,1,7,387,4,41,479,,18,2,,17,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,09:15-09:30,14,53,8,42,258,,7,226,,36,418,,17,,,17,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,09:30-09:45,9,41,18,42,212,,8,183,47,42,347,1,28,1,6,27,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,09:45-10:00,12,32,19,24,147,1,6,154,42,32,326,2,6,3,11,9,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,10:00-10:15,10,36,21,33,179,1,9,168,39,38,339,3,17,2,9,18,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,10:15-10:30,18,30,16,26,160,,10,150,41,33,312,3,20,10,13,24,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,10:30-10:45,27,21,12,32,136,,7,146,38,27,286,2,11,16,17,15,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,10:45-11:00,9,40,21,30,191,3,8,141,31,25,276,3,16,17,33,15,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,11:00-11:15,6,39,11,35,178,3,9,136,29,37,256,4,21,33,26,29,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,11:15-11:30,10,41,23,31,150,2,10,127,25,43,237,4,21,14,31,22,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,11:30-11:45,5,28,14,36,189,2,12,119,24,46,215,6,55,26,38,48,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,11:45-12:00,8,42,25,30,190,2,14,111,25,61,278,11,35,58,59,36,,,,,,38.892100,-77.039481
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2009/August/CONSTITUTION%20AVENUE %20NW%20%26%2017TH%20STREET.txt,CONSTITUTION AVENUE NW & 17TH STREET,x,8/26/2009,12:00-12:15,12,45,31,29,225,1,16,109,27,76,329,15,33,78,83,39,,,,,,38.892100,-77.039481
