                                 10/7/2003                                           1ST       STREET,              NE      &    K    STREET
                                VEHICLE AND PEDESTRIAN COUNT             NE
                                DISTRICT OF COLUMBIA                               [X]  1ST STREET NE                                              [X]  1ST STREET NE                                            [Z]  K STREET NE                                              [Z]  K STREET NE
                                DEPARTMENT OF PUBLIC WORKS                         Moving north      [S LEG]                             Peds      Moving south      [N LEG]                            Peds     Moving east      [W LEG]                             Peds     Moving west       [E LEG]                            Peds
                                BUREAU OF TRAFFIC SERVICES                         Counted By      SHORTER                   COUNTER-              Counted By      MARTIN                  COUNTER-              Counted By      SHORTER                 COUNTER-              Counted By      MARTIN                   COUNTER-                           TOTALS
                                xruby08x.xls-1/26/95 C_C_C_C_.XRB (9/19/95)            Left     Thru     Right    TOTAL      FLOW            A         Left     Thru     Right     TOTAL   FLOW            B          Left     Thru    Right     TOTAL   FLOW             C         Left     Thru     Right    TOTAL    FLOW            D          [X]
                                   moving to> leg &      LOS:am/pm        NHS?           W        N        E                      S                      E        S        W                    N                      N        E        S                    W                      S        W         N                   E
       CHKD BY                                  DAY -    TUES                7:00           5       12        6          23        134          6           5       83       17       105         33         13           6       22       17         45       230          10         34      208        15       257         33          9         128
                 10/31/2003                WEATHER CLEAR  -                  7:15           2        7       10          19        131         17           3       79       15        97         31         16           8       26       25         59       218           7         27      201        16       244         39         11         116
                                         POSTED BY S     - TAGGS             7:30           3       15        2          20        150         25           4       86       16       106         36         19           4       26       23         53       235           8         41      216        17       274         32         16         126
                                INTERSECTION ID              20010100        7:45           4        9        6          19        179         25           6       91       27       124         31         26           3       29       32         64       238          13         56      207        19       282         41         27         143
                                CONTROLLED BY                            Hr Tot            14       43       24          81        594         73         18      339        75       432        131         74          21      103       97       221        921         38         158      832       67      1057         145         63         513
                                SIGNALS                                      8:00           7       18        5          30        189         29           7      96        39       142         59         31          14       44       32         90       262          36         61      216        27       304         56         37         172
                                                                             8:15           7       10       11          28        195         26           8     104        46       158         58         36           9       29       18         56       341          24         73      288        39       400         48         46         186
                                                                             8:30           2       10        6          18        203         13           9     117        41       167         45         41           8       30       21         59       310           3         65      267        27       359         45         51         185
                                                                             8:45           6       12        6          24        189         50           5     103        50       158         42         26          11       28       23         62       299           5         63      243        19       325         39         21         182
                                                                         Hr Tot            22       50       28         100        776        118         29      420       176       625        204        134          42      131       94       267       1212         68         262     1014      112      1388         188       155          725
                                                                             9:00          12       23       12          47        163         69          4       91        41       136         49         16          13       50       21        84        274          9          51      221       13        285         66         15         183
                                                                             9:15           8       12        5          25        125         18          3       73        34       110         42         23          13       49       29        91        218         13          23      176       17        216         57         25         135
                                                                             9:30           1        7       11          19        108         19          2       71        31       104         32         14          11       36       18        65        183         13          19      151       14        184         49         13         123
                                                                             9:45           8       21        3          32        106           5         4       61        29        94         46          9          12       40       29        81        176         23          16      139       13        168         47         11         126
                                                                         Hr Tot            29       63       31         123        502        111         13      296       135       444        169         62          49      175       97       321        851         58         109      687       57        853        219         64         567
                                                                            10:00           7       14       10          31         98         13          5       64        26        95         41         11          11       38       19        68        177         17          15      144       16        175         53          9         126
                                                                            10:15           4       19        5          28        105         14          4       70        42       116         46         42          17       42       24        83        119         15          11       73       10         94         51         13         144
                                                                            10:30           5       11        9          25        117         15          8       79        37       124         41         47          21       53       28       102        118         13          10       76        9         95         70          6         149
                                                                            10:45           3        9        7          19        106         17          9       81        47       137         31         34          11       30       14        55        131          3          11       81       11        103         46         15         156
                                                                         Hr Tot            19       53       31         103        426         59         26      294       152       472        159        134          60      163       85       308        545         48          47      374       46        467        220         43         575
                                                                            11:00           6       20        8          34        128         17         10       86        54       150         62         31          30       48       33       111        119          8           9       59       12         80         66         11         184
                                                                            11:15           8       12       11          31        110         15          7       79        39       125         40         25          20       37       24        81         98          7           7       51        8         66         55          6         156
                                                                            11:30           7       16       10          33        109         22          5       87        41       133         43         47          20       44       16        80         99         13           6       51        7         64         59          9         166
                                                                            11:45           1       17        4          22        104          9          5       76        31       112         38         51          15       41       23        79         79         14           5       47        6         58         50         11         134
                                                                         Hr Tot            22       65       33         120        451         63         27      328       165       520        183        154          85      170       96       351        395         42          27      208       33        268        230         37         640
                                                                            12:00           7       20        7          34        100         17          4       69        26        99         41         41          16       42       27        85         74          5           4       41        5         50         53          7         133
                                                                            12:15           7       18       10          35        104         14          3       66        25        94         40         36          16       56       33       105         71         19           5       39        6         50         69          8         129
                                                                            12:30          10       25       12          47        101         14          2       57        21        80         45         21          16       55       40       111         72         17           4       41        4         49         69          7         127
                                                                            12:45           8       21       10          39         94         12          3       58        19        80         40         31          14       40       33        87         70         13           3       43        5         51         53          6         119
                                                                         Hr Tot            32       84       39         155        399         57         12      250        91       353        166        129          62      193      133       388        287         54          16      164       20        200        244         28         508
                                PEDESTRIANS (10hr)                 3248       2:00          8       25       12          45         66         17          3       51        21        75         40         37           8       30       13        51         79         11           2       50        7         59         45         21         120
                                10-HR FACTORS            (default=.6)         2:15         10       25        7          42         94          4          5       61        28        94         48         16          19       54       27       100         87         16           6       49        4         59         66         13         136
                                                    X = 0.60                  2:30          6       16        5          27         99         16          9       68        36       113         39         21          14       79       24       117         95         12           7       53        9         69         93         18         140
                                                    Y = 0.60                  2:45          8       26       12          46        105         21          7       71        51       129         50         19          14       71       27       112        116         14           7       57       10         74         90         14         175
                                                    Z=   0.60            Hr Tot            32       92       36         160        364         58         24      251       136       411        177         93          55      234       91       380        377         53          22      209       30        261        294         66         571
                                                    W = 0.60                  3:00          7       21       13          41         90          9          8       74        34       116         52         14          20       64        7        91        110          4           9       69       11         89         85         15         157
                                PEAK HOURS SUMMARY:                           3:15         10       26       18          54         75         23          4       57        21        82         57         24          13       59       11        83         82         11           7       51       18         76         81         26         136
                                AM PkHr. (starting)             8:00 AM       3:30          8       22       12          42         77         18          5       64        26        95         55         18          17       60        6        83         90          9           7       56       16         79         77         19         137
                                         AM PkHr Vol =        2380            3:45         11       30       28          69        115         42         12       93        22       127         66         48          22       91       17       130         80         16           5       47       14         66        131         16         196
                                     AM PkHr Factor =          .93       Hr Tot            36       99       71         206        357         92         29      288       103       420        230        104          72      274       41       387        362         40          28      223       59        310        374         76         626
                                              AM LOS =                        4:00          9       37       30          76        119         51         14       86        21       121         76         54          29      104       29       162         79          6           4       49       10         63        148         18         197
                                              AM V/C =                        4:15         13       26       31          70        118         33         18      100        24       142         55         46          20       92       13       125         85         24           5       48        9         62        141         11         212
                                    AM PkHr % OF24 =           9.2%           4:30         13       27       34          74        113         26         19       91        29       139         55         51          21      109       15       145         96         18           7       54        7         68        162         19         213
                                PM PkHr (starting)              4:30 PM       4:45         14       29       30          73        108         18         21       76        36       133         61         46          24      138       24       186        106          9           8       56        8         72        189         21         206
                                         PM PkHr Vol =        1782       Hr Tot            49      119      125         293        458        128         72      353       110       535        247        197          94      443       81       618        366         57          24      207       34        265        640         69         828
                                     PM PkHr Factor =          .96           5:00          14       42       34          90         73         34         22       51        31       104         68         39          19      140       13       172        102         14           9       57        7         73        196         14         194
                                              PM LOS =                       5:15          10       35       46          91         84         35         17       53        27        97         56         27          15      151       19       185         99         24          12       62        6         80        214         10         188
                                              PM V/C =                       5:30          10       30       34          74         73         22         16       41        21        78         52         30          18      144       23       185         88         17           9       57        4         70        194          9         152
                                   PM PkHr % OF 24 =           6.9%          5:45          11       29       28          68         78         27          9       40        18        67         54         27          22      162       31       215         80         12           7       51        3         61        199          8         135
                                file name           DISK xx#             Hr Tot            45      136      142         323        308        118         64      185        97       346        230        123          74      597       86       757        369         67          37      227       20        284        803         41         669
                                1STKSTNE.NO7             10 HOUR TOTAL                   300      804       560      1664       4635         877         314     3004     1240     4558       1896         1204        614     2483       901     3998       5685         525        730      4145      478     5353       3357         642        6222
                                zone(s)                  A. M. PEAK HOUR                  22        50       28         100         776      118          29      420      176        625          204      134          42     131         94      267         1212       68        262      1014      112      1388          188      155           725
                                6971                     P. M. PEAK HOUR                  51      133       144         328         378      113          79      271      123        473          240      163          79     538         71      688          403       65          36      229       28       293          761        64          801
                                  --- ---                24 Hr (estimate)                500     1340       933      2773       7725        1462         523     5007     2067     7597       3160         2007       1023     4138      1502     6663       9475         875       1217      6908      797     8922       5595        1070      10370
                                LEG     I.D.   [#]                        HPMS#                         20010099                                                       20010101                                                      25089009                           4503                        25089011                          4503
       TOTALS
          [Z]     Peds

            302       38
            303       51
            327       68
            346       91
           1278      248
            394      133
            456      132
            418      108
            387      102
           1655      475
            369      109
            307       79
            249       59
            249       48
           1174      295
            243       50
            177       84
            197       81
            158       69
            775      284
            191       67
            147       53
            144       91
            137       85
            619      296
            135       70
            155       77
            160       59
            138       62
            588      268
            110       86
            159       49
            186       67
            186       68
            641      270
            180       42
            159       84
            162       64
            196      122
            697      312
            225      129
            187      114
            213      114
            258       94
            883      451
            245      101
            265       96
            255       78
            276       74
           1041      349
          9351      3248
           1655      475
             981     405
        15585       5413

