INTID,COUNTY,CITY1,ROAD1,ROAD2,ROAD3,ROAD4,LATEST_DATE,LATITUDE,LONGITUDE
97,Maricopa,Chandler,Chandler Heights Rd,McQueen Rd,,,9/16/2008,33.2332493942264,-111.823986768723
98,Maricopa,Chandler,Ocotillo Rd,Gilbert Rd,,,9/16/2008,33.2482797137728,-111.789450645447
140,Maricopa,Chandler,Alma School Rd,Queen Creek Rd,,,4/6/2010,33.2619976715059,-111.858576536179
141,Maricopa,Chandler,Cooper Rd,Riggs Rd,,,4/6/2010,33.2191679033668,-111.806573867798
161,Maricopa,Chandler,Gilbert Rd,Riggs Rd,,,3/30/2010,33.2192576587337,-111.789300441742
164,Maricopa,Chandler,Arizona Ave,Riggs Rd,,,4/6/2010,33.2185934668385,-111.841260194778
167,Maricopa,Chandler,McQueen Rd,Warner Rd,,,4/6/2010,33.3352522018505,-111.824276447296
168,Maricopa,Chandler,McQueen Rd,Chandler Blvd,,,4/6/2010,33.3061962842104,-111.824136972427
169,Maricopa,Chandler,Arizona Ave,Ray Rd,,,4/6/2010,33.3206413,-111.8416091
204,Maricopa,Chandler,Dobson Rd,Warner Rd,,,4/6/2010,33.3351446384124,-111.876440048218
205,Maricopa,Chandler,Alma School Rd,Chandler Blvd,,,4/6/2010,33.3060348852055,-111.859102249146
227,Maricopa,Chandler,Arizona Ave,Pecos Rd,,,4/6/2010,33.2915705283629,-111.841700077057
229,Maricopa,Chandler,Cooper Rd,Chandler Blvd,,,4/6/2010,33.306411482419,-111.806938648224
234,Maricopa,Chandler,Kyrene Rd,Ray Rd,,,4/14/2010,33.3198423861638,-111.945544481277
235,Maricopa,Chandler,Kyrene Rd,Chandler Blvd,,,4/14/2010,,
265,Maricopa,Chandler,Lindsay Rd,Riggs Rd,,,3/30/2010,33.2191589278251,-111.77267074585
278,Maricopa,Chandler,McQueen Rd,Chandler Heights Rd,,,4/6/2010,33.2333122128791,-111.823997497559
280,Maricopa,Chandler,Dobson Rd,Elliot Rd,,,4/6/2010,33.3495569554486,-111.876440048218
282,Maricopa,Chandler,Alma School Rd,Elliot Rd,,,4/6/2010,33.3497362,-111.8591101
283,Maricopa,Chandler,Alma School Rd,Pecos Rd,,,4/6/2010,33.2915346559288,-111.858952045441
286,Maricopa,Chandler,Arizona Ave,Warner Rd,,,4/6/2010,33.3351446384124,-111.841721534729
287,Maricopa,Chandler,Arizona Ave,Germann Rd,,,4/15/2010,33.2766732317395,-111.841603517532
369,Maricopa,Chandler,Arizona Ave,Ocotillo Rd,,,4/6/2010,33.2475494,-111.8413075
370,Maricopa,Chandler,56th St,Chandler Blvd,,,4/14/2010,33.3051896,-111.9631245
409,Maricopa,Chandler,Arizona Ave,Elliot Rd,,,6/29/2010,33.3496355,-111.8417728
410,Maricopa,Chandler,Gilbert Rd,Queen Creek Rd,,,6/29/2010,33.2628532,-111.7894324
420,Maricopa,Chandler,McClintock Dr,Chandler Blvd,,,6/24/2010,33.3053147,-111.9110922
421,Maricopa,Chandler,Priest Dr,Ray Rd,,,6/24/2010,33.3197798,-111.9631485
460,Maricopa,Chandler,Chandler Blvd,Loop 101,,,4/6/2010,33.3058914191726,-111.894979476929
461,Maricopa,Chandler,Chandler Blvd,Loop 101,,,4/6/2010,33.3058914191726,-111.893563270569
546,Maricopa,Chandler,Chandler Blvd,I-10 Fwy,,,6/30/2010,33.3053892861986,-111.973085403442
547,Maricopa,Chandler,Chandler Blvd,I-10 Fwy,,,6/30/2010,33.3053444527568,-111.971272230148
555,Maricopa,Chandler,Arizona Ave,Loop 202,,,6/30/2010,33.2867545221819,-111.841464042664
556,Maricopa,Chandler,Arizona Ave,Loop 202,,,6/30/2010,33.2878576532111,-111.841485500336
565,Maricopa,Chandler,Ray Rd,Loop 101,,,4/6/2010,33.3203085753012,-111.894829273224
566,Maricopa,Chandler,Ray Rd,loop 101,,,4/6/2010,33.3203265056028,-111.893434524536
571,Maricopa,Chandler,Ray Rd,I-10 Fwy,,,4/14/2010,33.3198423861638,-111.973493099213
572,Maricopa,Chandler,Ray Rd,I-10 Fwy,,,4/14/2010,33.3199320381147,-111.971272230148
154,Maricopa,El Mirage,Dysart Rd,Northern Ave,,,4/13/2010,33.5511709,-112.3416724
188,Maricopa,El Mirage,Dysart Rd,Cactus Rd,,,4/13/2010,33.5945584217616,-112.341856956482
253,Maricopa,El Mirage,Dysart Rd,Waddell Rd,,,4/13/2010,33.6090795629747,-112.341985702515
94,Maricopa,Gilbert,Riggs Rd,Val Vista Dr,,,10/15/2008,33.2191768789077,-111.75546169281
100,Maricopa,Gilbert,Lindsay Rd,Pecos Rd,,,3/30/2010,33.292023416574,-111.774317622185
101,Maricopa,Gilbert,Lindsay Rd,Queen Creek Rd,,,3/30/2010,33.2630517746912,-111.772660017014
102,Maricopa,Gilbert,Val Vista Dr,Guadalupe Rd,,,3/30/2010,33.3647195790527,-111.756105422974
103,Maricopa,Gilbert,Val Vista Dr,Ray Rd,,,3/30/2010,33.3212095683941,-111.755601167679
104,Maricopa,Gilbert,Val Vista Dr,Williams Field Rd,,,3/30/2010,33.3067253121879,-111.755590438843
105,Maricopa,Gilbert,Val Vista Dr,Pecos Rd,,,3/30/2010,33.2954939868103,-111.755558252335
107,Maricopa,Gilbert,Greenfield Rd,Guadalupe Rd,,,3/30/2010,33.3647733425212,-111.738815903664
108,Maricopa,Gilbert,Greenfield Rd,Warner Rd,,,3/30/2010,33.3357541628054,-111.738161444664
111,Maricopa,Gilbert,Higley Rd,Baseline Rd,,,3/30/2010,33.3792793044718,-111.722432971001
134,Maricopa,Gilbert,Higley Rd,Guadalupe Rd,,,3/30/2010,33.3648719087938,-111.721762418747
135,Maricopa,Gilbert,Higley Rd,Elliot Rd,,,3/30/2010,33.3503545824354,-111.721408367157
136,Maricopa,Gilbert,Higley Rd,Germann Rd,,,3/30/2010,33.2776957644326,-111.720657348633
137,Maricopa,Gilbert,Higley Rd,Chandler Heights Rd,,,3/30/2010,33.2338416825872,-111.720507144928
138,Maricopa,Gilbert,Cooper Rd,Guadalupe Rd,,,4/6/2010,33.3643309,-111.8070892
139,Maricopa,Gilbert,McQueen Rd,Guadalupe Rd,,,4/6/2010,33.3642625882294,-111.824426651001
158,Maricopa,Gilbert,Gilbert Rd,Elliot Rd,,,3/30/2010,33.349996,-111.7895798
159,Maricopa,Gilbert,Gilbert Rd,Warner Rd,,,3/30/2010,33.3353776923604,-111.78998708725
160,Maricopa,Gilbert,Gilbert Rd,Ray Rd,,,3/30/2010,33.3209540638363,-111.789793968201
163,Maricopa,Gilbert,Lindsay Rd,Elliot Rd,,,3/30/2010,,
166,Maricopa,Gilbert,McQueen Rd,Elliot Rd,,,4/6/2010,33.3497899708296,-111.824373006821
195,Maricopa,Gilbert,Val Vista Dr,Chandler Heights Rd,,,3/30/2010,33.23382,-111.755397
196,Maricopa,Gilbert,Higley Rd,Riggs Rd,,,3/30/2010,33.2192486832012,-111.720442771912
198,Maricopa,Gilbert,Gilbert Rd,Baseline Rd,,,3/30/2010,33.3790194907303,-111.788388490677
264,Maricopa,Gilbert,Lindsay Rd,Germann Rd,,,3/30/2010,33.2775589,-111.7727553
266,Maricopa,Gilbert,Higley Rd,Warner Rd,,,3/30/2010,33.335847,-111.7213064
273,Maricopa,Gilbert,Greenfield Rd,Pecos Rd,,,3/30/2010,33.2922341657322,-111.738252639771
18,Maricopa,Glendale,59th Ave,Bell Rd,,,6/28/2007,33.6386683104106,-112.186417579651
19,Maricopa,Glendale,59th Ave,Glendale Ave,,,6/12/2007,33.5385330716233,-112.18620300293
20,Maricopa,Glendale,59th Ave,Olive Ave,,,5/3/2007,33.5674308505693,-112.186245918274
21,Maricopa,Glendale,67th Ave,Bell Rd,,,6/13/2007,33.6381323727575,-112.202897071838
22,Maricopa,Glendale,67th Ave,Glendale Ave,,,6/19/2007,33.5383184480022,-112.203068733215
23,Maricopa,Glendale,67th Ave,Olive Ave,,,5/1/2007,33.567162660684,-112.202939987183
24,Maricopa,Glendale,75th Ave,Bell Rd,,,6/14/2007,33.6382395605549,-112.220299243927
25,Maricopa,Glendale,75th Ave,Glendale Ave,,,6/14/2007,33.5378713137466,-112.220470905304
26,Maricopa,Glendale,83rd Ave,Bell Rd,,,6/19/2007,33.6381323727575,-112.233452796936
27,Maricopa,Glendale,83rd Ave,Glendale Ave,,,6/28/2007,33.5377461157405,-112.237787246704
28,Maricopa,Glendale,59th Ave,Bethany Home Rd,,,6/27/2007,33.5240179488276,-112.186224460602
29,Maricopa,Glendale,67th Ave,Bethany Home Rd,,,6/28/2007,33.5238122333357,-112.203079462051
31,Maricopa,Glendale,59th Ave,Camelback Rd,,,6/20/2007,33.5096256284124,-112.186331748962
32,Maricopa,Glendale,67th Ave,Camelback Rd,,,6/21/2007,33.5093393678006,-112.203154563904
155,Maricopa,Glendale,Dysart Rd,Glendale Ave,,,4/13/2010,33.536713,-112.3410059
177,Maricopa,Glendale,75th Ave,Union Hills Dr,,,3/24/2010,33.6526551034456,-112.220374345779
178,Maricopa,Glendale,67th Ave,Greenway Rd,,,3/24/2010,33.6250812615031,-112.202478647232
179,Maricopa,Glendale,59th Ave,Greenway Rd,,,4/14/2010,33.6252063328701,-112.185666561127
184,Maricopa,Glendale,51st Ave,Peoria Ave,,,4/13/2010,33.5819273,-112.1688473
187,Maricopa,Glendale,75th Ave,Bethany Home Rd,,,4/13/2010,33.5234412,-112.2204753
220,Maricopa,Glendale,51st Ave,Camelback Rd,,,3/25/2010,33.5094068,-112.1687578
254,Maricopa,Glendale,59th Ave,Cactus Rd,,,4/13/2010,33.596390454358,-112.186009883881
342,Maricopa,Glendale,Litchfield Rd,Northern Ave,,,4/13/2010,33.5513051,-112.3589183
347,Maricopa,Glendale,59th Ave,Peoria Ave,,,4/13/2010,33.5819386817046,-112.186106443405
348,Maricopa,Glendale,59th Ave,Northern Ave,,,4/13/2010,33.5530894,-112.1861825
349,Maricopa,Glendale,51st Ave,Olive Ave,,,4/13/2010,33.5675037,-112.1689815
350,Maricopa,Glendale,51st Ave,Northern Ave,,,6/23/2010,33.5530982,-112.168873
361,Maricopa,Glendale,59th Ave,Camelback Rd,,,3/25/2010,33.5095059,-112.1864145
396,Maricopa,Glendale,59th Ave,Thunderbird Rd,,,6/23/2010,33.6107561,-112.1857891
397,Maricopa,Glendale,59th Ave,Bethany Home Rd,,,6/23/2010,33.5240179488276,-112.186299562454
399,Maricopa,Glendale,59th Ave,Bell Rd,,,6/22/2010,33.638786,-112.1865395
406,Maricopa,Glendale,83rd Ave,Bethany Home Rd,,,6/24/2010,33.5223388,-112.2376566
453,Maricopa,Glendale,Loop 101,Camelback Rd,,,3/25/2010,33.5084090142723,-112.269244194031
488,Maricopa,Glendale,Union Hills Dr,Loop 101 Fwy,,,3/24/2010,33.6527265499385,-112.233045101166
489,Maricopa,Glendale,Union Hills Dr,Loop 101,,,3/24/2010,33.6526997575106,-112.231661081314
490,Maricopa,Glendale,67th Ave,Loop 101,,,3/24/2010,33.6673896871037,-112.203047275543
491,Maricopa,Glendale,67th Ave,Loop 101,,,3/24/2010,33.6685326281233,-112.203025817871
522,Maricopa,Glendale,75th Ave,Loop 101,,,6/22/2010,33.6672468184084,-112.220320701599
123,Maricopa,Goodyear,Litchfield Rd,Indian School Rd,,,3/25/2010,33.4858180350085,-112.362568974495
124,Maricopa,Goodyear,Litchfield Rd,Van Buren St,,,3/25/2010,33.4498213421646,-112.358229160309
359,Maricopa,Goodyear,Dysart Rd,McDowell Rd,,,3/25/2010,33.4643353,-112.3410329
345,Maricopa,Maricopa,99th Ave,Grand Ave,,,4/13/2010,33.5974032,-112.2721253
106,Maricopa,Mesa,Greenfield Rd,McKellips Rd,,,3/30/2010,33.4518354753329,-111.736039817333
109,Maricopa,Mesa,Higley Rd,Brown Rd,,,3/30/2010,33.4373505787318,-111.719010472298
110,Maricopa,Mesa,Higley Rd,University Dr,,,3/30/2010,33.422787149678,-111.719096302986
162,Maricopa,Mesa,Lindsay Rd,Brown Rd,,,3/30/2010,33.4372634,-111.7709036
165,Maricopa,Mesa,Mesa Dr,McKellips Rd,,,4/6/2010,33.451492,-111.822416
197,Maricopa,Mesa,Gilbert Rd,McKellips Rd,,,3/30/2010,33.4517817657222,-111.787616014481
199,Maricopa,Mesa,Lindsay Rd,Main St,,,3/30/2010,33.4154664586221,-111.771082878113
200,Maricopa,Mesa,Val Vista Dr,University Dr,,,3/30/2010,33.4227723,-111.753638
201,Maricopa,Mesa,Val Vista Dr,Southern Ave,,,3/30/2010,33.3937049,-111.753797
202,Maricopa,Mesa,Higley Rd,Main St,,,3/30/2010,33.4155470567461,-111.719101667404
203,Maricopa,Mesa,Dobson Rd,Main St,,,4/6/2010,33.4148843588394,-111.874498128891
206,Maricopa,Mesa,Country Club Dr,Main St,,,4/6/2010,33.415108243833,-111.839886903763
207,Maricopa,Mesa,Mesa Dr,Brown Rd,,,4/6/2010,33.435566,-111.822667
208,Maricopa,Mesa,Stapley Rd,Brown Rd,,,4/6/2010,33.437033,-111.80528
209,Maricopa,Mesa,Stapley Dr,Main St,,,4/6/2010,33.4151142,-111.8053012
223,Maricopa,Mesa,Dobson Rd,Baseline Rd,,,4/6/2010,33.3785446567143,-111.877738237381
224,Maricopa,Mesa,Alma School Rd,Baseline Rd,,,4/6/2010,33.3787327988043,-111.859756708145
225,Maricopa,Mesa,Country Club Dr,McKellips Rd,,,4/6/2010,33.4514684589964,-111.839725971222
226,Maricopa,Mesa,Country Club Dr,Southern Ave,,,4/6/2010,33.3933349666281,-111.840069293976
228,Maricopa,Mesa,Mesa Dr,Southern Ave,,,4/6/2010,33.393338,-111.822935
263,Maricopa,Mesa,Gilbert Rd,University Dr,,,3/30/2010,33.4226477,-111.7881375
267,Maricopa,Mesa,Power Rd,Elliot Rd,,,3/30/2010,33.3505582,-111.687429
269,Maricopa,Mesa,Gilbert Rd,Brown Rd,,,3/30/2010,33.4371976,-111.787881
270,Maricopa,Mesa,Lindsay Rd,University Dr,,,3/30/2010,33.422686,-111.7710213
271,Maricopa,Mesa,Lindsay Rd,Southern Ave,,,3/30/2010,33.3936304,-111.771205
272,Maricopa,Mesa,Val Vista Dr,Main St,,,3/30/2010,33.4154451,-111.7536936
275,Maricopa,Mesa,Power Rd,Southern Ave,,,3/30/2010,33.3939888713646,-111.684737205505
276,Maricopa,Mesa,Power Rd,Williams Field Rd,,,3/30/2010,33.307188,-111.6886816
279,Maricopa,Mesa,Dobson Rd,Broadway Rd,,,4/6/2010,33.4076033042784,-111.874562501907
281,Maricopa,Mesa,Alma School Rd,University Dr,,,4/6/2010,33.422159,-111.856442
284,Maricopa,Mesa,Country Club Dr,University Dr,,,4/6/2010,33.4223707599532,-111.839962005615
285,Maricopa,Mesa,Country Club Dr,Baseline Rd,,,4/6/2010,33.3787775944801,-111.84112071991
288,Maricopa,Mesa,Mesa Dr,Broadway Rd,,,4/6/2010,33.4077739,-111.822964
366,Maricopa,Mesa,Power Rd,Brown Rd,,,3/30/2010,33.4371672,-111.6842088
367,Maricopa,Mesa,Power Rd,Guadalupe Rd,,,3/30/2010,33.3650289,-111.6876731
368,Maricopa,Mesa,Country Club Dr,Guadalupe Rd,,,4/6/2010,33.3642175,-111.8418607
430,Maricopa,Mesa,Stapley Dr,Baseline Rd,,,6/29/2010,33.3790081,-111.8071656
454,Maricopa,Mesa,US 60 Fwy,Gilbert Rd,,,3/30/2010,33.3857296036542,-111.788313388824
455,Maricopa,Mesa,US 60 Fwy,Gilbert Rd,,,3/30/2010,33.3868941900078,-111.788334846497
456,Maricopa,Mesa,Val Vista Dr,US 60 Fwy,,,3/30/2010,33.3858550213957,-111.753884553909
457,Maricopa,Mesa,Val Vista Dr,US 60 Fwy,,,3/30/2010,33.3870375226347,-111.753852367401
458,Maricopa,Mesa,Power Rd,US 60 Fwy,,,3/30/2010,33.3860789811983,-111.684801578522
459,Maricopa,Mesa,Power Rd,US 60 Fwy,,,3/30/2010,33.3871987715575,-111.68478012085
466,Maricopa,Mesa,Country Club Dr,Loop 202 Fwy,,,4/6/2010,33.4547088910139,-111.839715242386
467,Maricopa,Mesa,Country Club Dr,Loop 202 Fwy,,,4/6/2010,33.4557651382657,-111.839640140533
468,Maricopa,Mesa,Alma School Rd,Loop 202 Fwy,,,4/6/2010,33.4448977086139,-111.856344938278
469,Maricopa,Mesa,Alma School Rd,Loop 202 Fwy,,,4/6/2010,33.4459093143192,-111.856377124786
470,Maricopa,Mesa,Alma School Rd,US 60 Fwy,,,4/6/2010,33.3852458478138,-111.857364177704
471,Maricopa,Mesa,Alma School Rd,US 60 Fwy,,,4/6/2010,33.3863746072544,-111.857342720032
557,Maricopa,Mesa,Country Club Dr,US 60 Fwy,,,6/29/2010,33.3854429338515,-111.840090751648
558,Maricopa,Mesa,Country Club Dr,US 60 Fwy,,,6/29/2010,33.3866343990193,-111.840080022812
559,Maricopa,Mesa,Stapley Dr,US 60 Fwy,,,6/29/2010,33.3855146013908,-111.805543899536
560,Maricopa,Mesa,Stapley Dr,US 60 Fwy,,,6/29/2010,33.3867508571446,-111.805511713028
567,Maricopa,Mesa,Dobson Rd,US 60 Fwy,,,4/6/2010,33.3852816816721,-111.874680519104
568,Maricopa,Mesa,Dobson Rd,US 60 Fwy,,,4/6/2010,33.3863477321999,-111.874648332596
569,Maricopa,Mesa,Mesa Dr,US 60 Fwy,,,4/6/2010,33.3854966845115,-111.822924613953
570,Maricopa,Mesa,Mesa Dr,US 60 Fwy,,,4/6/2010,33.3866164823707,-111.822924613953
33,Maricopa,Peoria,75th Ave,Cactus Rd,,,10/1/2008,33.5958363803117,-112.220234870911
34,Maricopa,Peoria,75th Ave,Greenway Rd,,,10/1/2008,33.6247998502636,-112.220004200935
35,Maricopa,Peoria,75th Ave,Northern Ave,,,10/7/2008,33.552410934242,-112.220299243927
36,Maricopa,Peoria,75th Ave,Peoria Ave,,,10/2/2008,33.5813666384266,-112.220256328583
37,Maricopa,Peoria,75th Ave,Thunderbird Rd,,,10/9/2008,33.6103126303121,-112.220020294189
38,Maricopa,Peoria,83rd Ave,Cactus Rd,,,10/7/2008,33.5954699745517,-112.237776517868
39,Maricopa,Peoria,83rd Ave,Deer Valley Rd,,,10/7/2008,33.6815325132498,-112.237819433212
40,Maricopa,Peoria,83rd Ave,Olive Ave,,,10/9/2008,33.5664743028321,-112.237733602524
41,Maricopa,Peoria,Thunderbird Rd,83rd Ave,,,10/9/2008,33.6099641565482,-112.237551212311
43,Maricopa,Peoria,91st Ave,Beardsley Rd,,,10/30/2008,33.6672111011975,-112.255039215088
44,Maricopa,Peoria,91st Ave,Bell Rd,,,3/24/2010,33.6380609141517,-112.252850532532
45,Maricopa,Peoria,91st Ave,Olive Ave,,,10/15/2008,33.5662776281522,-112.255092859268
46,Maricopa,Peoria,91st Ave,Peoria Ave,,,10/15/2008,33.5808392826706,-112.25500702858
47,Maricopa,Peoria,91st Ave,Thunderbird Rd,,,10/21/2008,33.6097229046556,-112.254910469055
48,Maricopa,Peoria,91st Ave,Union Hills Dr,,,10/16/2008,33.6526015185371,-112.254996299744
49,Maricopa,Peoria,83rd Ave,Northern Ave,,,10/16/2008,33.5519594022726,-112.23777115345
50,Maricopa,Peoria,91st Ave,Northern Ave,,,10/14/2008,33.5517135175344,-112.254985570908
51,Maricopa,Peoria,83rd Ave,Beardsley Rd,,,10/22/2008,33.6671485960428,-112.237736284733
52,Maricopa,Peoria,91st Ave,Lake Pleasant Pkwy,,,10/28/2008,33.6744613909217,-112.254996299744
53,Maricopa,Peoria,91st Ave,Cactus Rd,,,10/28/2008,33.595362733547,-112.255103588104
54,Maricopa,Peoria,Lake Pleasant Rd,Beardsley Rd,,,3/10/2006,33.6672289598049,-112.279962301254
55,Maricopa,Peoria,107th Ave,Beardsley Rd,,,10/30/2008,33.6672512830588,-112.290009856224
56,Maricopa,Peoria,Lake Pleasant Pkwy,Pinnacle Peak Rd,,,10/29/2008,33.6962509923453,-112.275222837925
57,Maricopa,Peoria,107th Ave,Northern Ave,,,11/6/2008,33.5510160951968,-112.289736270905
59,Maricopa,Peoria,91st Ave,Deer Valley Rd,,,11/20/2008,33.6817199972156,-112.254958748817
60,Maricopa,Peoria,99th Ave,Northern Ave,,,11/5/2008,33.5513558657568,-112.272505760193
61,Maricopa,Peoria,Lake Pleasant Pkwy,Deer Valley Rd,,,11/4/2008,33.6818003473615,-112.279812097549
64,Maricopa,Peoria,91st Ave,Grand Ave,,,10/30/2008,33.5925833576684,-112.255100905895
65,Maricopa,Peoria,Loop 101 Fwy,Northern Ave,,,11/4/2008,33.5515168092399,-112.266626358032
66,Maricopa,Peoria,Loop 101 Fwy,Olive Ave,,,11/5/2008,33.5662239895254,-112.257227897644
67,Maricopa,Peoria,Loop 101 Fwy,Peoria Ave,,,11/6/2008,33.5806962703848,-112.2594165802
68,Maricopa,Peoria,Loop 101 Fwy,Grand Ave,,,11/5/2008,33.5939507145496,-112.260360717773
69,Maricopa,Peoria,67th Ave,Happy Valley Rd,,,1/7/2009,33.7122030209719,-112.203133106232
70,Maricopa,Peoria,Loop 101 Fwy,Union Hills Dr,,,2/10/2009,33.6527176191301,-112.23237991333
156,Maricopa,Peoria,107th Ave,Northern Ave,,,4/13/2010,33.5510442,-112.289715
183,Maricopa,Peoria,91st Ave,Northern Ave,,,4/13/2010,33.551792,-112.2550123
185,Maricopa,Peoria,83rd Ave,Northern Ave,,,4/13/2010,33.551969,-112.2377927
186,Maricopa,Peoria,75th Ave,Northern Ave,,,4/13/2010,33.5523930518327,-112.220299243927
333,Maricopa,Peoria,83rd Ave,Union Hills Dr,,,3/24/2010,33.6527154,-112.2377658
344,Maricopa,Peoria,Litchfield Rd,Peoria Ave,,,4/13/2010,33.5802304,-112.3590389
346,Maricopa,Peoria,83rd Ave,Thunderbird Rd,,,4/13/2010,33.6099291,-112.2375705
405,Maricopa,Peoria,83rd Ave,Bell Rd,,,6/17/2010,33.6380596,-112.2333075
440,Maricopa,Peoria,Loop 101 Fwy,Bell Rd,,,6/22/2010,33.638141305079,-112.237712144852
502,Maricopa,Peoria,Northern Ave,Loop 101,,,4/13/2010,33.55144527884,-112.267870903015
503,Maricopa,Peoria,Northern Ave,Loop 101 Fwy,,,4/13/2010,33.5515346918307,-112.265017032623
113,Maricopa,Phoenix,32nd St,Thunderbird Rd,,,3/24/2010,33.6115412124722,-112.013275623322
114,Maricopa,Phoenix,40th St,Bell Rd,,,3/24/2010,33.6406780469023,-111.996147036552
115,Maricopa,Phoenix,40th St,Greenway Rd,,,3/24/2010,33.6263945018004,-111.996039748192
116,Maricopa,Phoenix,40th St,Thunderbird Rd,,,3/24/2010,33.61186734225,-111.995921730995
125,Maricopa,Phoenix,99th Ave,Camelback Rd,,,3/25/2010,33.5083150837928,-112.272500395775
126,Maricopa,Phoenix,99th Ave,Indian School Rd,,,3/25/2010,33.4937904159972,-112.272441387177
127,Maricopa,Phoenix,99th Ave,Thomas Rd,,,3/25/2010,33.4792677856536,-112.272473573685
128,Maricopa,Phoenix,91st Ave,Camelback Rd,,,3/25/2010,33.5087936808862,-112.25500702858
129,Maricopa,Phoenix,91st Ave,Indian School Rd,,,3/25/2010,33.49425119897,-112.255103588104
130,Maricopa,Phoenix,91st Ave,Buckeye Rd,,,3/25/2010,33.4357792965296,-112.25514113903
131,Maricopa,Phoenix,83rd Ave,Camelback Rd,,,3/25/2010,33.5088026266011,-112.237722873688
132,Maricopa,Phoenix,75th Ave,Camelback Rd,,,3/25/2010,33.5089904863996,-112.220470905304
133,Maricopa,Phoenix,19th Ave,Deer Valley Rd,,,3/24/2010,33.6837198007437,-112.099878787994
143,Maricopa,Phoenix,32nd St,Baseline Rd,,,4/14/2010,33.3780837,-112.0127855
144,Maricopa,Phoenix,48th St,Elliot Rd,,,4/14/2010,33.3489406,-111.9803846
145,Maricopa,Phoenix,48th St,Warner rd,,,4/14/2010,33.3308244,-111.9808499
150,Maricopa,Phoenix,7th St,Bethany Home Rd,,,4/8/2010,33.523739,-112.064989
151,Maricopa,Phoenix,7th St,Jefferson St,,,4/8/2010,33.4471894709995,-112.065074443817
152,Maricopa,Phoenix,7th St,Baseline Rd,,,4/8/2010,33.3776881,-112.0646302
153,Maricopa,Phoenix,24th St,Baseline Rd,,,4/8/2010,33.3777741658131,-112.03032374382
