INTID,COUNTY,CITY1,ROAD1,ROAD2,ROAD3,ROAD4,LATEST_DATE,LATITUDE,LONGITUDE
256,Hennepin,Ventura Village,Park Av S,Franklin Av E, ,,9/13/2011,44.9626996467581,-93.2651124432734
257,Hennepin,Como,Hennepin Av E,11th Av SE,Johnson St NE,,6/6/2013,44.9915385394735,-93.2358799908908
258,Hennepin,Downtown West,5th St N,3rd Av N, ,,4/14/2011,44.9820119289737,-93.2759530735529
259,Hennepin,Como,Como Av SE,18th Av SE, ,,4/16/2013,44.9878269242899,-93.2269329342047
260,Hennepin,Como,Como Av SE,22nd Av SE, ,,3/10/2006,44.9878944417936,-93.2215517529421
261,Hennepin,King Field,Nicollet Av S,38th St W/38th St E, ,,9/20/2011,44.9341148431079,-93.2779132809619
262,Hennepin,Jordan,Emerson Av N,24th Av N, ,,3/20/2013,45.0037226103414,-93.2940934616162
263,Hennepin,University of Minnesota,Washington Av SE,Harvard St SE, ,,4/25/2013,44.9736624012043,-93.2302941190868
264,Hennepin,Willard - Hay,Broadway Av W,Penn Av N,McNair Av N,,3/19/2013,45.0038654453961,-93.3082028868499
265,Hennepin,Minneapolis,Lowry Av N,4th St N, ,,4/25/2013,45.0131123895491,-93.2849069840646
266,Hennepin,Como,Como Av SE,15th Av SE, ,,4/16/2013,44.9878356758382,-93.2307708986292
267,Hennepin,Windom,Nicollet Av S,58th St W/58th St E, ,,10/18/2011,44.8978630973794,-93.2780987734836
268,Hennepin,Prospect Park - East River Road,Huron Blvd SE,Fulton St SE, ,,4/25/2013,44.9702435064754,-93.22288388787
269,Hennepin,Prospect Park - East River Road,Huron Blvd SE,Essex St SE, ,,4/25/2013,44.9713462577654,-93.2228790442059
270,Hennepin,Prospect Park - East River Road,Washington Av SE,Huron Blvd SE, ,,4/25/2013,44.9736308120389,-93.2238739245051
271,Hennepin,Prospect Park - East River Road,University Av SE,Washington Av SE, ,,4/13/2006,44.9738854155479,-93.2225702402137
272,Hennepin,Hawthorne,Washington Av N,Lowry Av N, ,,3/20/2013,45.0131155147061,-93.2818338474503
273,Hennepin,University of Minnesota,4th St SE,15th Av SE, ,,11/13/2013,44.9799448769924,-93.234378286652
274,Hennepin,Prospect Park - East River Road,University Av SE,Huron Blvd SE, ,,4/18/2006,44.9746378355531,-93.224483818206
275,Hennepin,Minneapolis,Beacon St SE,Harvard St SE,,,4/25/2013,44.9747613225448,-93.2303184270859
276,Hennepin,University of Minnesota,4th St SE,17th Av SE, ,,11/15/2013,44.9788357117245,-93.231637542318
277,Hennepin,Lyndale,Lake St W,Grand Av S, ,,9/27/2011,44.9483583423362,-93.2842917373261
278,Hennepin,Standish,38th St E,23rd Av S, ,,10/4/2011,44.9341131203162,-93.238888384794
279,Hennepin,Minneapolis,River Pkwy E,Delaware St SE,,,4/25/2013,44.9727642285392,-93.237914443016
280,Hennepin,Central,Chicago Av S,35th St E, ,,10/5/2011,44.9395568693584,-93.2625688398569
281,Hennepin,Lyndale,Nicollet Av S,34th St W/34th St E, ,,10/12/2011,44.9413434595402,-93.2779172572404
282,Hennepin,Lyndale,Nicollet Av S,35th St W/35th St E, ,,10/11/2011,44.9395475679998,-93.2779125539301
283,Hennepin,King Field,Nicollet Av S,36th St W/36th St E, ,,10/11/2011,44.9377336157118,-93.2779307365055
284,Hennepin,Minneapolis,Delaware St SE,Harvard St SE,,,5/7/2013,44.9725270393576,-93.2302862405777
285,Hennepin,Standish,Cedar Av S,40th St E, ,,10/4/2011,44.9305033323077,-93.2473331606244
286,Hennepin,East Phillips,Cedar Av S,28th St E, ,,9/13/2011,44.9519550276792,-93.247386852914
287,Hennepin,Prospect Park - East River Road,University Av SE,Oak St SE, ,,4/13/2013,44.9757174751636,-93.2270621891112
288,Hennepin,Longfellow,Hiawatha Av S,26th St E,LRT,,1/6/2010,44.9555612085985,-93.243049864698
289,Hennepin,Loring Park,3rd Av S,16th St E, ,,4/7/2011,44.9671432592098,-93.2722828137352
290,Hennepin,Prospect Park - East River Road,Oak St SE,4th St SE,Huron Blvd SE,,4/30/2013,44.9770048097218,-93.2270351662028
291,Hennepin,ECCO,Lake St W,Humboldt Av S, ,,9/15/2011,44.9483654824076,-93.3008318462843
292,Hennepin,East Isles,Hennepin Av S,29th St W, ,,9/20/2011,44.9500431262189,-93.2982696589187
293,Hennepin,University of Minnesota,5th St SE,17th Av SE, ,,4/30/2013,44.9798224594906,-93.2308417105449
295,Hennepin,Lowry Hill East,Dupont Av S,24th St W, ,,9/21/2011,44.9591204636919,-93.2931028150271
296,Hennepin,Near - North,Lyndale Av N,18th Av N, ,,3/19/2013,44.9973911636814,-93.2879873951953
297,Hennepin,Lowry Hill,Hennepin Av S,Franklin Av W, ,,9/7/2011,44.9626997831813,-93.2913966492044
298,Hennepin,Lowry Hill,Franklin Av W,Dupont Av S, ,,9/20/2011,44.9627078270312,-93.2930763038694
299,Hennepin,Lyndale,Grand Av S,34th St W, ,,10/12/2011,44.9413187102138,-93.2843148237306
300,Hennepin,Phillips West,28th St E,2nd Av S, ,,9/28/2011,44.9519494134161,-93.271518188121
301,Hennepin,Como,Como Av SE,29th Av SE, ,,4/23/2013,44.9880013812921,-93.2126506913631
304,Hennepin,Elliot Park,Park Av S,16th St E, ,,4/7/2011,44.9671691238623,-93.2651064570971
306,Hennepin,North Loop,Olson Memorial Hwy N,Lyndale Av N NB, ,,3/26/2013,44.9843357517403,-93.2874899792262
307,Hennepin,Minneapolis,Washington Av SE,Walnut St SE,,,5/17/2013,44.9736921031925,-93.2286822795868
308,Hennepin,Holland,Lowry Av NE,Monroe St NE, ,,3/28/2013,45.0131572348291,-93.2524524762385
309,Hennepin,Phillips West,Park Av S,24th St E, ,,9/28/2011,44.9591123355974,-93.2651208845505
310,Hennepin,Holland,Lowry Av NE,Washington St NE, ,,3/28/2013,45.0131612163783,-93.2567237404431
311,Hennepin,St. Anthony West,Broadway St NE,2nd St NE, ,,6/18/2013,44.9987010768841,-93.2659290429348
312,Hennepin,Bottineau,Lowry Av NE,Marshall St NE, ,,3/27/2013,45.0131670250504,-93.2717223080915
313,Hennepin,Fulton,50th St W,Upton Av S, ,,10/13/2011,44.9124180539719,-93.3150377697886
315,Hennepin,Hawthorne,Lyndale Av N,29th Av N, ,,3/20/2013,45.0095128734495,-93.2879985837738
316,Hennepin,Como,Hennepin Av E,Industrial Blvd NE,Driveway,,4/16/2013,44.9916473376485,-93.2101273600112
317,Hennepin,Near - North,Plymouth Av N,Fremont Av N, ,,3/26/2013,44.9919806923829,-93.295650175667
318,Hennepin,Windom,60th St E,Driveway, ,,11/22/2011,44.894260789715,-93.2768517559967
319,Hennepin,Marcy Holmes,Hennepin Av E,8th St SE,3rd Av NE,,6/4/2013,44.9907158311494,-93.2484985632713
320,Hennepin,Windom,Nicollet Av S,60th St E,Driveway,,11/22/2011,44.8942532464535,-93.2781039334078
321,Hennepin,Windom,Nicollet Av S,59th St W/59th St E, ,,11/22/2011,44.8956170598252,-93.2781053617904
323,Hennepin,Whittier,Nicollet Av S,28th St W/28th St E, ,,9/7/2011,44.9519388284418,-93.2779164883222
324,Hennepin,Seward,Minnehaha Av S,24th St E, ,,10/26/2011,44.9591503076091,-93.2419325658847
325,Hennepin,Downtown East,5th St S,11th Av S,Driveway,,3/29/2011,44.9721232344882,-93.2558969944364
327,Hennepin,Page,Portland Av S,Minnehaha Pkwy E, ,,10/11/2011,44.9124261125675,-93.2677799463288
328,Hennepin,Marcy Holmes,Central Av NE,1st Av NE,7th St NE,,4/17/2013,44.9907518066971,-93.2517393509073
329,Hennepin,Nicollet Island - East Bank,1st Av NE,Main St NE, ,,4/17/2013,44.9878477388993,-93.2598572537468
330,Hennepin,West Calhoun,Excelsior Blvd W,32nd St W,Driveway,,2/8/2012,44.9450001517283,-93.3233700112746
331,Hennepin,Seward,25th Av S,9th St S, ,,1/10/2012,44.9639829356469,-93.236170026789
332,Hennepin,Cedar Riverside,25th Av S,Butler Place S, ,,1/10/2012,44.9646554171232,-93.236164690439
333,Hennepin,Tangletown,Lyndale Av S,46th St W, ,,10/12/2011,44.9195642168074,-93.2883328468676
335,Hennepin,Logan Park,Central Av NE,14th Av NE, ,,3/28/2013,45.0022806789516,-93.2473063499475
337,Hennepin,Near - North,Plymouth Av N,River Road W,River Pkwy W,,3/27/2013,44.9923050898238,-93.275471195449
338,Hennepin,North Loop,2nd St N,10th Av N, ,,9/24/2013,44.9911072423024,-93.2794195049231
339,Hennepin,North Loop,Plymouth Av N,2nd St N, ,,10/4/2013,44.9919929662553,-93.2798146995147
340,Hennepin,Mid - City Industrial,New Brighton Blvd NE,I-35W NB Ramp,Frontage Road 5,,4/16/2013,45.0015488820787,-93.2308881074591
341,Hennepin,Northeast Park,New Brighton Blvd NE,I-35W SB Ramp,Frontage Road 4,,4/16/2013,45.0027447461282,-93.2295937436191
342,Hennepin,Longfellow,Lake St E,27th Av S, ,,10/19/2011,44.9483480519949,-93.233208133705
343,Hennepin,Longfellow,Lake St E,Minnehaha Av S, ,,9/13/2011,44.9483548585195,-93.2342809106562
344,Hennepin,Longfellow,Lake St E,28th Av S, ,,11/2/2011,44.9483782937211,-93.2316181456122
345,Hennepin,Minneapolis,Lyndale Av N,14th Av N, ,,2/16/2005,44.9930537014126,-93.2879956320055
346,Hennepin,Marcy Holmes,4th St SE,6th Av SE, ,,11/21/2013,44.9849209030686,-93.2468856988397
347,Hennepin,Ventura Village,Franklin Av E,5th Av S, ,,9/27/2011,44.9626907651139,-93.2689107533735
349,Hennepin,King Field,Lyndale Av S,36th St W, ,,9/13/2011,44.9377081402621,-93.2882089661697
352,Hennepin,Marshall Terrace,Marshall St NE,31st Av NE,Driveway,,3/27/2013,45.0239157485175,-93.2738779709868
353,Hennepin,Whittier,Nicollet Av S,24th St W/24th St E, ,,9/22/2011,44.9591541020748,-93.2778455283202
354,Hennepin,Hawthorne,Lyndale Av N,26th Av N, ,,3/20/2013,45.0059121348437,-93.2879872814336
355,Hennepin,CARAG,Lyndale Av S,33rd St W, ,,10/12/2011,44.9429114446589,-93.2881549864109
356,Hennepin,East Harriet,36th St W,Bryant Av S, ,,9/20/2011,44.9377061848073,-93.2907560674985
357,Hennepin,Elliot Park,7th St S,11th Av S, ,,3/29/2011,44.97054433441,-93.257264828009
358,Hennepin,Bottineau,2nd St NE,20th Av NE, ,,8/12/2013,45.0085486485781,-93.2661566243768
359,Hennepin,St. Anthony West,Marshall St NE,5th Av NE, ,,6/14/2013,44.9922490881327,-93.263347137388
360,Hennepin,Minneapolis,4th St SE,29th Av SE,,,5/7/2013,44.972325902163,-93.2153329253197
361,Hennepin,Whittier,3rd Av S,24th St E, ,,9/27/2011,44.9592113890999,-93.2727524542168
362,Hennepin,Minneapolis,U of M Transitway,25th Av SE,,,4/25/2013,44.9750032460745,-93.2201206684112
364,Hennepin,Marcy Holmes,University Av SE,11th Av SE, ,,4/30/2013,44.9811761227317,-93.2407564086903
365,Hennepin,Lyndale,Lyndale Av S,34th St W, ,,10/18/2011,44.9413090505995,-93.2881687555107
366,Hennepin,North Loop,5th St N,5th Av N, ,,5/3/2011,44.9836430770651,-93.2782107393509
367,Hennepin,Cedar - Isles - Dean,Lake St W,Calhoun Pkwy E, ,,2/28/2012,44.9484882385233,-93.3054558598739
368,Hennepin,Tangletown,Lyndale Av S,48th St W, ,,10/12/2011,44.9159364807264,-93.2882960966515
369,Hennepin,Seward,26th St E,26th Av S, ,,10/26/2011,44.9555736340218,-93.2346854739122
370,Hennepin,Nicollet Island - East Bank,Hennepin Av E,University Av NE/University Av SE, ,,4/17/2013,44.9879770932651,-93.2564064643374
372,Hennepin,Jordan,Fremont Av N,24th Av N, ,,3/20/2013,45.0037145508633,-93.2956239947722
373,Hennepin,Lyndale,Lyndale Av S,31st St W, ,,9/14/2011,44.9466068668802,-93.288117223388
374,Hennepin,Phillips West,26th St E,5th Av S, ,,10/18/2011,44.9555251011131,-93.2689446385397
375,Hennepin,Whittier,28th St W,Blaisdell Av S, ,,2/10/2013,44.9519345572628,-93.2796663307178
376,Hennepin,Whittier,28th St E,1st Av S, ,,9/27/2011,44.9519418951949,-93.2766076584485
378,Hennepin,Lyndale,Nicollet Av S,31st St W/31st St E, ,,9/27/2011,44.9466321135023,-93.2779297025104
379,Hennepin,Lyndale,31st St E,1st Av S, ,,9/7/2011,44.9466577392364,-93.2766443869259
381,Hennepin,Whittier,Lyndale Av S,Franklin Av W, ,,9/7/2011,44.962702723374,-93.2880044089363
382,Hennepin,Beltrami,Broadway St NE,Buchanan St NE, ,,4/10/2013,44.9987022103493,-93.2397275504119
383,Hennepin,Central,35th St E,4th Av S, ,,10/11/2011,44.9395570760155,-93.2701989334819
384,Hennepin,Ericsson,28th Av S,44th St E, ,,10/18/2011,44.9232840467299,-93.2321563843493
385,Hennepin,Elliot Park,Chicago Av S,15th St E, ,,1/9/2007,44.9680611210682,-93.2625424620007
388,Hennepin,Linden Hills,43rd St W,Upton Av S,Sheridan Av S,,10/5/2012,44.9245899398137,-93.3146362435575
389,Hennepin,Prospect Park - East River Road,27th Av SE,Essex St SE,St. Mary's Place SE,,4/25/2013,44.9703612950279,-93.22017013772
391,Hennepin,St. Anthony East,Broadway St NE,Monroe St NE, ,,8/19/2013,44.9987091228278,-93.2524683192237
392,Hennepin,Elliot Park,11th Av S,14th St E, ,,3/29/2011,44.9688543571624,-93.2581993065186
393,Hennepin,Elliot Park,8th St S,11th Av S, ,,3/29/2011,44.9695831007639,-93.2580894570342
396,Hennepin,Steven's Square - Loring Heights,LaSalle Av S,Groveland Av W, ,,9/22/2011,44.9641916161975,-93.279320910783
397,Hennepin,Marcy Holmes,University Av SE,Central Av SE, ,,4/17/2013,44.986780831702,-93.2548381729087
398,Hennepin,Holland,Central Av NE,Lowry Av NE, ,,6/25/2013,45.0131626853235,-93.2473295138493
400,Hennepin,Phillips West,Chicago Av S,29th St E,Driveway,,9/29/2011,44.9491199977991,-93.2626686536792
401,Hennepin,University of Minnesota,University Av SE,Driveway,(Vacated 19th Av SE),,4/30/2013,44.9767386153586,-93.2296055455432
402,Hennepin,University of Minnesota,4th St SE,Mid-Block,(Vacated 19th Av SE),,5/7/2013,44.9777213416045,-93.2288516604488
403,Hennepin,Marshall Terrace,Marshall St NE,St Anthony Pkwy, ,,3/27/2013,45.0275829105665,-93.2757486456897
404,Hennepin,East Harriet,36th St W,Dupont Av S/King's Hwy, ,,9/20/2011,44.9376951852893,-93.2932975773401
405,Hennepin,University of Minnesota,15th Av SE,5th St SE, ,,4/30/2013,44.9809254616173,-93.2335835270396
406,Hennepin,Prospect Park - East River Road,Oak St SE,5th St SE,6th St SE,,5/17/2013,44.9787035213928,-93.226106881629
408,Hennepin,East Harriet,Richfield Road S,William Berry Pkwy,Calhoun Pkwy W,,10/13/2011,44.9335904029082,-93.3102766744505
409,Hennepin,Victory,Osseo Road N,47th Av N,Upton Av N,,3/20/2013,45.0397720640623,-93.3155029581736
411,Hennepin,North Loop,Lyndale Av N NB,11th Av N, ,,10/17/2013,44.9890340300057,-93.2877830314781
412,Hennepin,CARAG,Hennepin Av S,34th St W, ,,3/9/2012,44.9413188849691,-93.2983614537313
414,Hennepin,Loring Park,Nicollet Av S,15th St W/15th St E, ,,9/21/2011,44.9677189190326,-93.2778235570744
415,Hennepin,Loring Park,1st Av S,15th St E, ,,9/21/2011,44.9675518418817,-93.276449179276
416,Hennepin,North Loop,Lyndale Av N NB,7th St N, ,,4/10/2013,44.9871898016875,-93.2879970703115
417,Hennepin,Central,Lake St E,2nd Av S, ,,9/27/2011,44.9483562649198,-93.2740946636186
418,Hennepin,Loring Park,3rd Av S,14th St E, ,,4/19/2011,44.9689094700157,-93.2715168346905
421,Hennepin,Windom Park,Lowry Av NE,Hayes St NE, ,,4/10/2013,45.0131953417023,-93.2345808164652
422,Hennepin,Loring Park,16th St E,I-94 WB Ramp, ,,4/7/2011,44.9673017439665,-93.2704997967284
423,Hennepin,Loring Park,15th St E,4th Av S, ,,4/7/2011,44.9680619043795,-93.270200762829
425,Hennepin,Howe,Minnehaha Av S,35th St E, ,,10/19/2011,44.9395504270434,-93.227834146382
426,Hennepin,Hiawatha,Minnehaha Av S,40th St E, ,,10/30/2013,44.9305567588728,-93.2212927947597
427,Hennepin,Hiawatha,Minnehaha Av S,42nd St E, ,,10/19/2011,44.9269565079543,-93.2186626395754
428,Hennepin,Diamond Lake,Portland Av S,60th St E, ,,9/8/2011,44.8943049064229,-93.2677884465923
430,Hennepin,Keewaydin,Cedar Av S,Nokomis Pkwy W/Nokomis Pkwy E,52nd St E,,10/6/2011,44.9088624294834,-93.2473171330399
431,Hennepin,Central,35th St E,3rd Av S, ,,10/11/2011,44.9395644966696,-93.2727576481738
432,Hennepin,Lyndale,35th St E,1st Av S, ,,10/11/2011,44.9395462026928,-93.2766209291506
433,Hennepin,Whittier,28th St W,Grand Av S, ,,9/22/2011,44.9519502304588,-93.2842563846377
434,Hennepin,Cedar Riverside,Cedar Av S,3rd St S,Hwy 122 EB Ramp,,3/31/2011,44.9713140629741,-93.2472671553956
435,Hennepin,North Loop,Lyndale Av N NB,Glenwood Av N, ,,3/27/2013,44.9793911196102,-93.286717743941
436,Hennepin,Logan Park,18th Av NE,Monroe St NE, ,,3/28/2013,45.0059376789604,-93.2524623995384
437,Hennepin,Lyndale,35th St W,Blaisdell Av S, ,,10/11/2011,44.9395341100252,-93.2797376267494
439,Hennepin,Corcoran,Lake St E,22nd Av S,Driveway,,9/29/2011,44.9483737834804,-93.2403360035004
440,Hennepin,East Isles,Lagoon Av S,Humboldt Av S, ,,9/20/2012,44.9492595441455,-93.3008160439389
441,Hennepin,Folwell,Dowling Av N,Emerson Av N, ,,3/20/2013,45.0239761790758,-93.2943724659659
442,Hennepin,North Loop,6th Av N,Driveway,Driveway,,3/26/2013,44.9842225575628,-93.2810934609094
443,Hennepin,Downtown West,Washington Av N,2nd Av N, ,,4/21/2011,44.9837406953941,-93.2713113451743
444,Hennepin,Mid - City Industrial,Industrial Blvd NE,I-35W NB Ramp, ,,4/16/2013,45.0036571493885,-93.2118953360017
445,Hennepin,Northeast Park,Industrial Blvd NE,I-35W SB Ramp, ,,4/16/2013,45.0045200797973,-93.2125694419703
446,Hennepin,Logan Park,Central Av NE,18th Av NE, ,,3/28/2013,45.0059308265986,-93.2473668615654
448,Hennepin,Windom Park,Central Av NE,24th Av NE, ,,3/28/2013,45.01216983913,-93.2473252407874
449,Hennepin,Audubon Park,Central Av NE,26th Av NE, ,,3/28/2013,45.014964641192,-93.2473183118111
452,Hennepin,Lyndale,Nicollet Av S,Lake St W/Lake St E,Driveway,,9/27/2011,44.9483565048475,-93.2779748896555
453,Hennepin,East Phillips,Cedar Av S,Mid-Block Driveway, ,,9/29/2011,44.9573188098501,-93.2473257326831
454,Hennepin,Longfellow,Minnehaha Av S,32nd St E,28th Av S,,10/19/2011,44.9448772015505,-93.231697761743
456,Hennepin,Longfellow,Hiawatha Av S,32nd St E,LRT,,1/27/2010,44.9447527430189,-93.2359280603524
457,Hennepin,Lyndale,Lake St E,Stevens Av S, ,,9/14/2011,44.948353103812,-93.2754086479371
458,Hennepin,Central,Lake St E,3rd Av S, ,,9/27/2011,44.9483547338969,-93.2728543392368
459,Hennepin,Powderhorn Park,Cedar Av S,31st St E, ,,10/4/2011,44.9465717574332,-93.247419979027
461,Hennepin,Nicollet Island - East Bank,1st Av NE,4th St NE, ,,4/17/2013,44.9894975919038,-93.2556381224324
462,Hennepin,Lowry Hill East,Hennepin Av S,24th St W,Emerson Av S,,9/21/2011,44.9591224337023,-93.2940874189498
463,Hennepin,East Harriet,Lyndale Av S,38th St W, ,,10/12/2011,44.9340757518402,-93.2882367381648
465,Hennepin,Nicollet Island - East Bank,Hennepin Av E,Main St NE/Main St SE, ,,4/22/2013,44.9869741279068,-93.2592979110923
467,Hennepin,Lowry Hill East,Hennepin Av S,27th St W, ,,9/21/2011,44.953747233689,-93.2975975901413
468,Hennepin,King Field,Nicollet Av S,42nd St W/42nd St E, ,,10/11/2011,44.9268726682621,-93.2779282530512
469,Hennepin,King Field,Nicollet Av S,40th St W/40th St E, ,,10/11/2011,44.9304960225105,-93.2779144415766
470,Hennepin,Como,Hennepin Av E,10th Av SE,Johnson St NE,,4/16/2013,44.9915012658953,-93.2371880808794
471,Hennepin,Nicollet Island - East Bank,Hennepin Av E,4th St NE/4th St SE, ,,7/23/2013,44.9884759750971,-93.2549560750743
472,Hennepin,Sumner - Glenwood,Olson Memorial Hwy N,Lyndale Av N SB, ,,3/26/2013,44.9843510194499,-93.2886169440471
473,Hennepin,Whittier,Lyndale Av S,28th St W, ,,9/22/2011,44.9519496817308,-93.2880682857995
474,Hennepin,Marcy Holmes,4th St SE,4th Av SE, ,,4/17/2013,44.986123741157,-93.2498763682553
475,Hennepin,Marcy Holmes,University Av SE,3rd Av SE, ,,6/1/2006,44.9856811478308,-93.2520696810447
476,Hennepin,Hawthorne,Lowry Av N,Emerson Av N, ,,3/20/2013,45.0131425147331,-93.2943260823279
477,Hennepin,Mid - City Industrial,Broadway St NE,Hoover St NE, ,,4/16/2013,44.9988391158208,-93.2177452114297
478,Hennepin,Windom Park,Lowry Av NE,Stinson Pkwy, ,,4/10/2013,45.0132463557059,-93.2267238387387
479,Hennepin,Near - North,Broadway Av W,Aldrich Av N,Driveway,,12/3/2008,44.9991278764776,-93.2895232165973
480,Hennepin,Near - North,Broadway Av W,Fremont Av N, ,,3/19/2013,44.9991726664658,-93.2956319651726
482,Hennepin,Near - North,Plymouth Av N,Penn Av N, ,,3/21/2013,44.9915039179608,-93.3082227095833
483,Hennepin,Lowry Hill East,Hennepin Av S,22nd St W, ,,9/21/2011,44.9609173237426,-93.2927272267447
484,Hennepin,Minneapolis,Cedar Ave Ramps,Washington Av SE,,,5/7/2013,44.9716826379089,-93.2494452595711
485,Hennepin,Powderhorn Park,Lake St E,Bloomington Av S, ,,10/4/2011,44.9483655289613,-93.252505816408
486,Hennepin,Powderhorn Park,Bloomington Av S,36th St E, ,,10/5/2011,44.9377433183575,-93.2524291566974
487,Hennepin,CARAG,35th St W,Bryant Av S, ,,9/20/2011,44.9395156570875,-93.2907303445891
489,Hennepin,Ventura Village,Franklin Av E,Chicago Av S, ,,9/27/2011,44.9627100706331,-93.2625480283811
490,Hennepin,Lyndale,35th St W,Grand Av S, ,,10/11/2011,44.9395092490919,-93.2843367880712
491,Hennepin,Ventura Village,Franklin Av E,11th Av S, ,,9/20/2011,44.9627219302308,-93.2581886433253
492,Hennepin,Ventura Village,Franklin Av E,Driveway,(Vacated 13th Av S),,10/4/2011,44.9627200442241,-93.2561745553197
493,Hennepin,Near - North,Broadway Av W,Washington Av N, ,,3/19/2013,44.9991040749466,-93.2818155037007
494,Hennepin,North Loop,Washington Av N,10th Av N, ,,3/27/2013,44.9903138640507,-93.2805833368782
495,Hennepin,Lowry Hill East,Hennepin Av S,Lagoon Av S, ,,9/20/2011,44.9492588832875,-93.2982766118305
496,Hennepin,Lowry Hill East,Hennepin Av S,25th St W, ,,9/21/2011,44.9573365646303,-93.295434101155
497,Hennepin,King Field,36th St W,Grand Av S, ,,10/11/2011,44.9377178546568,-93.2843334915632
498,Hennepin,Logan Park,Central Av NE,Broadway St NE, ,,8/15/2013,44.9986904417818,-93.2472882895822
499,Hennepin,Near - North,Broadway Av W,Dupont Av N, ,,4/12/2013,44.9991400699228,-93.2925601805036
500,Hennepin,Minneapolis,University Av NE,37th Av NE,,,9/16/2005,,
508,Hennepin,Minneapolis,Lyndale Av S,Hwy 62 WB Ramp,62nd St W,,1/27/2004,,
514,Hennepin,Minneapolis,Franklin Av SE,Emerald St SE,,,9/9/1997,,
515,Hennepin,Minneapolis,Stinson Blvd NE,37th Av NE,,,9/15/2005,,
546,Hennepin,North Loop,2nd St N,3rd Av N, ,,5/3/2011,44.9853656511467,-93.2712674808977
548,Hennepin,North Loop,2nd St N,2nd Av N, ,,7/9/2001,44.9845679199412,-93.2701729280233
556,Hennepin,Near - North,Broadway Av W,River Road W, ,,3/18/2011,44.9990985488769,-93.277520396365
566,Hennepin,McKinley,Dowling Av N,I-94 SB Ramp, ,,4/17/2013,45.0239265226461,-93.2855663205636
568,Hennepin,McKinley,Dowling Av N,I-94 NB Ramp, ,,5/29/2013,45.023944660913,-93.2837064632489
569,Hennepin,Midtown Phillips,28th St E,12th Av S, ,,9/29/2011,44.9519505963855,-93.257536994602
570,Hennepin,Downtown West,6th St S,Driveway,Mid-Block,,5/17/2011,44.9783010075289,-93.2725154314525
572,Hennepin,King Field,38th St W,Pleasant Av S, ,,10/12/2011,44.934093171047,-93.2830720303437
573,Hennepin,Bancroft,38th St E,13th Av S, ,,10/5/2011,44.9341251623935,-93.2561757147956
576,Hennepin,Near - North,Penn Av N,Oak Park Av N, ,,3/21/2013,44.9878913857332,-93.3082676542607
577,Hennepin,Near - North,Penn Av N,12th Av N, ,,3/21/2013,44.9897014386262,-93.3082508821186
579,Hennepin,Elliot Park,7th St S,Chicago Av S, ,,5/5/2011,44.972291015862,-93.2613104803306
581,Hennepin,Lyndale,Lake St W,Blaisdell Av S, ,,9/7/2011,44.9483561996293,-93.2796909458337
582,Hennepin,Central,36th St E,4th Av S, ,,10/11/2011,44.9377522473787,-93.2701663091451
585,Hennepin,Whittier,Blaisdell Av S,24th St W, ,,9/22/2011,44.95911375788,-93.2796219605483
586,Hennepin,King Field,Blaisdell Av S,38th St W, ,,10/12/2011,44.9341013517129,-93.2797520431181
587,Hennepin,Whittier,24th St E,1st Av S, ,,9/22/2011,44.9591942974684,-93.2765657798229
588,Hennepin,Sheridan,University Av NE,17th Av NE, ,,4/25/2013,45.0052745813444,-93.2630900420513
590,Hennepin,Cedar - Isles - Dean,Lake St W,Dean Pkwy SB,Calhoun Pkwy W,,9/20/2012,44.9489038297328,-93.3164934160632
591,Hennepin,West Calhoun,Lake St W,Excelsior Blvd W, ,,9/7/2011,44.9483275450433,-93.3181529018292
592,Hennepin,Fulton,50th St W,Vincent Av S, ,,10/13/2011,44.9124235400081,-93.3163098072635
593,Hennepin,Minnehaha,Hiawatha Av S,Minnehaha Av S,LRT,,10/18/2011,44.9091578744356,-93.2057193239136
595,Hennepin,Prospect Park - East River Road,University Av SE,25th Av SE, ,,4/30/2013,44.9734331551097,-93.2213668683468
597,Hennepin,Willard - Hay,Broadway Av W,29th Av N,Upton Av N,,3/19/2013,45.0096350278441,-93.3150376604296
598,Hennepin,Northrop,Bloomington Av S,42nd St E, ,,10/5/2011,44.926936476919,-93.2523838011057
599,Hennepin,North Loop,7th St N,Oak Lake Av N,7th Av N,,3/26/2013,44.9856190504872,-93.2854886405903
600,Hennepin,St. Anthony East,Broadway St NE,Washington St NE, ,,5/8/2013,44.9987068277927,-93.2575278908694
601,Hennepin,Cedar - Isles - Dean,Lake St W,Thomas Av S,Driveway,,9/20/2011,44.9497794815381,-93.3137778923751
602,Hennepin,Near - North,Olson Memorial Hwy N,Morgan Av N, ,,3/26/2013,44.9844042033469,-93.3045069018362
604,Hennepin,Willard - Hay,Penn Av N,14th Av N, ,,3/21/2013,44.9933286423067,-93.3082193528156
605,Hennepin,Willard - Hay,Penn Av N,16th Av N, ,,3/21/2013,44.9951329992144,-93.3082155296765
606,Hennepin,Loring Park,15th St W,Willow St S,Driveway,,9/21/2011,44.9677494952428,-93.281890764851
607,Hennepin,Loring Park,Grant St E,Mid-Block,2nd Av S,,4/19/2011,44.9698635710838,-93.2753125396348
608,Hennepin,Loring Park,Grant St E,2nd Av S, ,,7/15/2004,44.9700252980592,-93.2742917433848
609,Hennepin,Downtown West,7th St S,Mid-Block,Parking Ramps,,5/17/2011,44.9774379520428,-93.2735575319077
